Fiscal Year 2001,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Totals for Africa,"1,710","7,054",358,"9,510","235,568","30,606",0,0,"1,230","3,855",3,206,944,0,4,63,0,0,0,"18,630","1,437",0,"1,243","3,459",7,"3,082",281,0,"3,823",0,0,977,730,0,67,"2,970",291,"10,917","1,690",877,77,0,0,"1,269","1,411",342,19,0,0,3,0,0,0,0,0,2,3,135,44,55,527,3,574,13,293,0,0,865,332,0,0,0,0,52,0,0,0,0,0,0,0,0,0,392,910,22,"348,935",0,"348,935",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,0,0,2,22,"1,007",629,0,0,12,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,12,21,0,0,12,0,0,0,0,0,0,9,1,11,3,160,7,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,"1,988",0,"1,988",,,
Bahrain,17,204,0,3,"2,209",14,0,0,0,4,0,0,2,0,0,0,0,0,0,238,31,0,11,33,0,1,0,0,6,0,0,0,0,0,0,1,8,28,8,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,826",0,"2,826",,,
Bangladesh,74,454,33,204,"12,604",535,0,0,76,549,0,1,9,0,0,10,0,0,0,986,157,0,76,62,0,180,24,0,975,0,0,0,0,0,1,543,29,226,148,3,0,0,0,29,49,4,1,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,16,0,1,0,0,36,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,221,380,15,"18,731",0,"18,731",,,
Bhutan,0,5,0,3,211,8,0,0,0,1,0,0,0,0,0,0,0,0,0,61,7,0,15,38,0,9,3,0,2,0,0,0,1,0,0,2,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,407,,,
Brunei,19,25,8,5,21,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,12,40,0,2,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,154,,,
Burma,54,8,5,335,281,"1,057",0,0,677,6,0,0,"1,295",0,0,0,0,0,0,433,8,0,17,27,0,96,7,0,59,0,0,0,0,0,0,23,0,40,11,11,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,"4,505",0,"4,505",,,
Cambodia,39,55,0,58,"1,778","1,925",0,0,8,0,0,0,0,0,0,0,0,0,0,183,5,0,5,26,0,11,2,0,6,0,0,0,0,0,0,10,0,64,16,146,19,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,11,1,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4,439",0,"4,439",,,
China - mainland,426,949,6,"11,749","242,271","15,291",0,0,"6,935",56,0,739,"4,230",0,5,9,0,0,0,"25,218","5,022",0,89,479,0,289,38,0,"9,076",0,0,0,20,0,50,"4,285",400,"7,579","4,622","1,999",185,0,0,"1,091","1,083",70,0,0,0,0,0,0,0,0,0,0,0,196,72,148,577,3,302,28,37,0,0,38,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,17,9,5,"345,748",0,"345,748",,,
China - Taiwan,3,0,0,39,"214,869",369,0,0,428,"1,741",0,0,0,0,907,402,0,0,0,"15,821",763,0,0,0,0,23,0,0,"2,906",0,0,0,4,0,10,964,76,"1,403",591,56,1,0,0,298,329,63,2,0,0,0,0,0,0,0,0,0,0,21,14,5,14,0,213,0,1,0,0,129,35,0,0,0,0,15,0,0,0,0,0,0,0,0,0,22,10,0,"242,547",0,"242,547",,,
Hong Kong S.A.R.,0,26,0,37,"27,863",568,0,0,36,205,0,0,0,0,0,1,0,0,0,"1,189",18,0,0,5,0,18,0,0,260,0,0,0,0,0,0,45,32,231,8,21,4,0,0,33,21,3,0,0,0,0,0,0,0,0,0,0,0,10,49,2,12,0,1,0,5,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,13,2,"30,764",0,"30,764",,,
India,156,939,99,"1,980","220,741","2,275",0,0,419,"11,799",0,431,568,0,1,9,0,0,0,"24,106","1,251",0,88,221,0,855,52,0,"74,078",0,0,3,255,0,47,"44,784",116,"4,073","1,969","1,025",21,0,0,"11,908","8,017",165,4,0,0,0,0,0,0,0,0,0,0,264,143,191,18,1,943,10,7,0,0,906,158,0,0,0,0,29,0,0,0,0,0,0,0,0,0,870,279,285,"416,559",0,"416,559",,,
