Fiscal Year 2003,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Indonesia,188,950,174,630,"18,773","1,325",0,0,39,"4,939",0,24,18,0,2,5,0,0,0,"1,849",92,0,185,137,0,120,35,0,563,0,0,0,70,0,3,191,47,718,109,126,6,52,4,146,209,9,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,6,0,2,0,0,45,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,4,"31,836",0,"31,836",,,
Iran,5,2,2,57,"2,579","2,987",0,0,7,0,0,0,1,0,1,16,0,0,0,272,53,0,118,88,0,174,1,0,143,0,0,0,0,0,1,180,3,104,104,272,17,109,15,20,31,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,5,0,0,0,0,4,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,35,43,15,"7,486",0,"7,486",,,
Iraq,2,4,0,37,680,69,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,5,5,0,19,0,0,77,0,0,0,0,0,0,159,0,44,18,129,2,49,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,10,3,"1,355",0,"1,355",,,
Israel,181,"2,276",4,55,"87,807",218,0,0,59,218,0,4,662,0,397,13,0,0,0,"1,141",166,0,16,10,0,16,1,0,"1,233",0,0,0,3,0,3,"1,104",51,"2,772","1,198",36,3,13,1,734,"1,139",29,1,0,0,0,0,0,0,0,0,0,0,107,5,30,317,0,115,4,0,0,0,273,161,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,"102,586",0,"102,586",,,
Japan,320,"6,541",23,413,"5,097",165,0,0,29,"6,092",0,"2,001",0,0,"2,073","11,056",0,0,0,"24,825","1,137",0,51,37,0,299,3,0,"3,836",0,0,0,308,0,400,"1,628","1,331","7,670","3,707",200,7,31,2,"5,464","7,307",618,6,0,0,1,0,0,0,0,0,1,0,237,55,72,352,0,186,13,310,0,0,254,113,0,0,0,0,25,0,0,0,0,0,0,0,0,0,27,2,4,"94,329",0,"94,329",,,
Jordan,34,"1,371",0,69,"8,403",71,0,0,27,157,0,5,35,0,0,2,0,0,0,423,76,0,19,26,0,79,0,0,207,0,0,0,0,0,1,184,12,303,78,56,1,281,29,17,31,1,0,0,0,0,0,0,0,0,0,0,0,10,2,6,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,53,74,30,"12,185",0,"12,185",,,
"Korea, North",0,0,0,37,222,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,296,,,
"Korea, South",292,"3,594",21,202,"337,499",715,0,0,594,"4,535",0,169,0,0,973,"1,961",0,0,0,"28,695","6,002",0,53,36,0,142,1,0,"2,892",0,0,0,135,0,12,"2,790",686,"8,029","6,189",269,17,122,26,987,"1,791",190,26,0,0,0,0,0,0,0,0,0,0,81,95,35,131,4,572,5,58,0,0,362,359,0,0,0,0,9,0,0,0,0,0,0,0,0,0,46,17,26,"411,445",0,"411,445",,,
Kuwait,32,515,0,1,"3,199",4,0,0,8,0,0,0,69,0,0,0,0,0,0,636,142,0,21,5,0,1,0,0,10,0,0,0,0,0,0,2,7,40,11,0,0,0,0,7,1,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,723",0,"4,723",,,
Laos,16,50,0,49,67,"1,294",0,0,1,0,0,4,0,0,0,0,0,0,0,27,0,0,26,38,0,5,0,0,2,0,0,6,2,0,0,3,0,24,0,277,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"1,953",0,"1,953",,,
Lebanon,8,133,4,60,"7,606",126,0,0,6,8,0,4,37,0,0,3,0,0,0,395,19,0,3,34,0,74,1,0,192,0,1,0,0,0,0,84,19,241,64,192,2,171,17,25,43,1,0,0,0,0,0,0,0,0,0,0,0,11,17,5,3,0,69,0,0,0,0,9,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,28,6,"9,758",0,"9,758",,,
Macau S.A.R.,0,0,0,0,415,48,0,0,4,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,6,13,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,613,0,613,,,
Malaysia,93,743,4,676,"16,689",149,0,0,37,"1,545",0,39,7,0,3,2,0,0,0,"1,805",76,0,38,80,0,89,3,0,549,0,0,0,117,0,69,204,51,524,104,54,5,10,2,422,342,9,3,0,0,0,0,0,0,0,0,0,0,8,5,2,4,0,0,0,0,0,0,11,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,3,"24,598",0,"24,598",,,
Maldives,1,20,0,1,46,9,0,0,0,190,0,0,0,0,0,0,0,0,0,2,1,0,7,1,0,1,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,301,,,
Mongolia,21,106,3,234,"2,186","1,145",0,0,32,0,0,13,0,0,0,1,0,0,0,658,103,0,10,44,0,33,4,0,14,0,0,9,0,0,0,12,16,199,71,6,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,4,0,0,0,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,060",0,"5,060",,,
Nepal,14,204,5,56,"3,297",68,0,0,29,227,0,5,0,0,0,0,0,0,0,"1,632",206,0,8,24,0,128,6,0,179,0,0,20,143,0,1,158,4,134,54,15,0,13,2,13,31,28,2,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,5,0,0,0,0,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,6,"6,920",0,"6,920",,,
Oman,29,218,0,6,228,298,0,0,0,4,0,0,0,0,0,0,0,0,0,101,24,0,24,29,0,11,0,0,2,0,0,0,0,0,0,1,0,50,12,0,0,0,0,6,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,060",0,"1,060",,,
Pakistan,79,939,10,148,"14,346",314,0,0,21,482,0,9,47,0,39,41,0,0,0,"1,451",153,0,112,75,0,284,9,0,"1,017",0,0,0,33,0,1,"1,212",49,455,237,292,15,691,112,111,244,2,0,0,0,0,0,0,0,0,0,0,0,33,3,27,0,0,84,5,0,0,0,16,16,0,0,0,0,65,0,0,0,0,0,0,0,0,0,371,177,265,"24,092",0,"24,092",,,
Palestinian Authority Travel Document,0,0,0,5,"2,186",15,0,0,1,0,0,0,0,0,0,0,0,0,0,132,11,0,0,0,0,15,0,0,19,0,0,0,0,0,0,22,3,116,42,3,0,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,"2,617",0,"2,617",,,
Philippines,87,"1,717",178,"7,696","31,191","14,185",0,0,"1,080","50,715",0,72,153,0,38,96,0,0,0,751,66,0,200,43,0,438,166,0,"3,027",0,183,0,322,0,10,"3,359",83,722,223,"3,000",457,"1,498",390,608,498,28,0,0,0,1,0,0,0,0,0,0,0,66,49,1,111,0,0,0,10,0,0,321,97,0,0,0,0,10,0,0,0,0,0,0,0,0,0,688,447,472,"125,553",0,"125,553",,,
Qatar,60,205,3,2,364,1,0,0,0,0,0,1,5,0,0,0,0,0,0,85,41,0,23,21,0,2,0,0,2,0,0,0,0,0,0,0,0,30,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,852,,,
Saudi Arabia,186,"1,913",8,162,"5,438",28,0,0,7,4,0,0,306,0,0,0,0,0,0,"1,158",815,0,38,66,0,25,4,0,23,0,0,0,0,0,1,13,1,121,185,3,0,3,0,35,73,10,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,635",0,"10,635",,,
Singapore,55,"1,134",0,13,643,13,0,0,1,"1,548",0,3,3,0,2,0,0,0,0,"1,117",92,0,14,20,0,29,0,0,513,0,0,0,3,0,22,195,25,594,130,35,7,7,1,302,311,16,2,0,0,0,0,0,0,0,0,0,0,11,6,4,5,0,0,0,0,0,0,13,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,"6,896",0,"6,896",,,
Sri Lanka,39,239,31,192,"4,497",648,0,0,88,663,0,2,5,0,0,17,0,0,0,763,89,0,54,32,0,88,40,0,416,0,0,0,2,0,2,232,15,117,46,8,0,25,3,112,80,15,0,0,0,0,0,0,0,0,0,0,0,8,0,3,16,0,24,0,0,0,0,45,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,14,1,"8,693",0,"8,693",,,
Syria,16,15,3,29,"4,166",42,0,0,4,1,0,0,15,0,0,0,0,0,0,121,13,0,47,17,0,49,0,0,59,0,0,0,0,0,0,84,2,117,51,135,0,95,5,11,11,2,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,16,12,"5,189",0,"5,189",,,
Thailand,47,"1,015",16,295,"23,444",107,0,0,357,"3,062",0,16,14,0,67,145,0,0,0,"3,729",82,0,16,43,3,65,8,0,558,0,0,110,69,0,8,135,59,"3,563",96,567,83,201,52,92,104,27,1,0,0,0,0,0,0,0,0,0,0,12,0,4,6,0,0,0,4,0,0,170,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,11,7,3,"38,481",0,"38,481",,,
Timor-Leste,8,8,0,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,56,,,
United Arab Emirates,47,243,0,3,801,1,0,0,4,1,0,0,21,0,0,0,0,0,0,205,77,0,3,16,0,0,0,0,5,0,0,0,0,0,0,2,2,26,8,0,0,1,0,1,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,490",0,"1,490",,,
Vietnam,162,389,0,"1,727","3,187","3,267",0,0,37,12,0,126,25,0,2,0,0,0,0,"1,390",44,0,50,88,0,99,0,0,86,0,0,0,1,0,0,44,9,921,71,"3,627",295,550,106,63,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,1,0,0,75,20,0,0,0,0,3,0,20,36,0,0,0,0,0,0,300,178,129,"17,210",0,"17,210",,,
Yemen,51,212,1,24,468,54,0,0,3,0,0,0,0,0,0,0,0,0,0,87,27,0,27,4,0,9,0,0,6,0,0,0,0,0,0,17,9,78,42,4,0,26,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,110,0,"1,292",0,"1,292",,,
Totals for Asia,"2,793","28,180",550,"24,286","1,035,273","59,669",0,0,"11,392","95,621",0,"3,419","10,235",0,"4,520","13,588",0,0,0,"122,660","14,593",0,"1,434","1,765",27,"4,055",345,0,"66,083",0,185,210,"1,404",0,776,"46,641","3,260","39,289","17,751","12,994","1,255","6,147","1,217","28,740","24,648","1,314",59,0,0,2,0,0,0,0,0,2,0,944,665,352,"1,793",5,"2,919",39,425,0,0,"3,113","1,052",0,0,0,0,293,0,20,37,0,0,0,0,0,0,"3,318","1,891","1,603","1,704,851",0,"1,704,851",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,29,187,5,104,"4,175",689,0,0,8,0,0,2,11,0,0,4,0,0,0,351,10,0,6,32,0,39,0,0,51,0,0,0,0,0,0,23,12,175,5,26,0,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,"5,996",0,"5,996",,,
Andorra,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,,,
Armenia,33,85,2,17,"3,800",44,0,0,19,0,0,0,3,0,0,1,0,0,0,112,10,0,6,15,0,45,1,0,90,0,0,0,3,0,2,118,9,826,59,32,5,32,5,8,7,1,0,0,0,0,0,0,0,0,0,0,0,8,19,5,28,0,24,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,483",0,"5,483",,,
Austria,25,315,0,25,730,3,0,0,2,852,0,1,3,0,36,109,0,0,0,598,13,0,18,7,1,80,1,0,299,0,0,1,161,0,8,116,82,"1,417",81,14,0,2,0,228,155,42,0,0,0,1,0,0,0,0,0,0,0,72,6,6,296,0,6,2,0,0,0,18,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,"5,840",0,"5,840",,,
Azerbaijan,51,240,17,34,966,348,0,0,6,6,0,0,4,0,0,0,0,0,0,129,15,0,27,15,0,54,3,0,31,0,0,0,0,0,0,21,24,451,13,13,2,8,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"2,514",0,"2,514",,,
Belarus,20,28,0,706,868,"3,856",0,0,11,113,0,0,1,0,0,1,0,0,0,205,5,0,19,34,0,80,0,0,149,0,0,0,3,0,0,122,1,"4,479",47,115,43,14,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,55,0,2,9,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,"11,051",0,"11,051",,,
Belgium,52,230,4,105,"2,164",31,0,0,42,331,0,12,176,0,13,105,0,0,0,434,21,0,22,33,7,151,1,0,316,0,0,0,11,0,4,112,135,904,129,25,2,3,1,327,305,73,0,0,0,999,0,32,0,1,0,0,0,40,37,16,122,0,23,4,0,0,0,31,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"7,589",0,"7,589",,,
Bosnia and Herzegovina,29,79,1,446,"4,763",238,0,0,26,75,0,0,6,0,7,2,0,0,0,200,3,0,6,15,0,64,0,0,68,0,0,0,13,0,0,17,11,358,4,22,2,12,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,24,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,"6,516",0,"6,516",,,
Bulgaria,44,265,0,252,"4,091","4,756",0,0,25,"3,036",0,1,45,0,0,0,0,0,0,"1,129",57,0,20,65,1,95,0,0,406,0,0,0,617,0,0,163,46,"7,309",68,55,5,13,3,33,32,5,0,0,0,1,0,0,0,0,0,0,0,21,0,11,263,0,34,6,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,19,13,"23,034",0,"23,034",,,
Croatia,36,141,1,90,"8,411",89,0,0,28,"4,748",0,1,13,0,5,1,0,0,0,317,9,0,5,33,0,55,2,0,133,0,0,0,6,0,2,49,58,661,39,26,2,7,2,20,5,2,0,0,0,0,0,0,0,0,0,0,0,18,0,3,14,0,32,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,"15,092",0,"15,092",,,
Cyprus,18,7,0,8,"2,789",457,0,0,3,20,0,0,2,0,0,0,0,0,0,684,7,0,16,1,0,13,0,0,106,0,0,0,0,0,0,20,9,364,7,1,0,1,0,2,6,19,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,572",0,"4,572",,,
Czech Republic,28,357,2,174,"17,750","1,329",0,0,119,540,0,8,171,0,1,18,0,0,0,622,19,0,20,47,0,27,5,0,193,0,0,0,342,0,7,84,54,"5,995",163,32,2,4,0,99,46,11,0,0,0,33,0,1,0,0,0,0,0,28,0,5,353,0,130,23,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,"28,858",0,"28,858",,,
Denmark,30,127,10,85,"1,254",19,0,0,1,"1,180",1,7,0,0,157,3,0,0,0,495,11,0,14,62,1,152,5,0,255,0,0,9,15,0,9,136,92,"1,501",154,19,1,4,0,344,344,78,1,0,0,128,0,1,0,2,2,0,0,58,3,11,130,0,1,5,0,0,0,22,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,"6,947",0,"6,947",,,
Estonia,16,135,2,117,"2,375","1,025",0,0,45,458,0,1,0,0,0,0,0,0,0,113,7,0,4,13,0,8,0,0,35,0,0,0,5,0,0,15,9,873,26,25,4,4,0,6,11,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,356",0,"5,356",,,
Finland,27,184,5,110,162,151,0,0,0,520,0,1,0,0,116,146,0,0,0,282,5,0,24,89,1,58,4,0,129,0,0,0,9,0,30,59,76,956,132,17,0,2,0,349,407,5,0,0,0,0,0,0,1,0,0,0,1,37,3,3,204,0,7,18,0,0,0,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"4,347",0,"4,347",,,
France,226,"1,529",6,211,"3,454",112,0,0,34,"4,342",0,50,8,0,159,"1,290",0,0,0,"4,070",80,0,52,188,19,820,1,0,"2,573",0,0,0,149,0,71,832,496,"9,584",610,101,7,23,1,"2,030","2,357",105,0,0,0,12,0,14,0,0,0,2,0,356,69,102,884,0,82,18,220,0,0,84,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,2,5,"37,463",0,"37,463",,,
Georgia,32,294,1,11,"3,095",17,0,0,175,0,0,2,136,0,0,1,0,0,0,212,18,0,9,16,0,56,1,0,65,0,0,0,0,0,0,52,27,621,34,10,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,1,30,0,37,5,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,991",0,"4,991",,,
Germany,186,909,5,162,"7,559",189,0,0,17,"5,744",0,100,8,0,659,"2,378",0,0,0,"5,297",79,0,69,129,13,314,6,0,"2,473",0,0,2,96,0,59,799,916,"21,766",834,222,18,92,13,"2,832","2,036",370,4,0,5,"1,310",0,18,85,67,1,0,0,383,29,43,682,5,32,12,143,0,0,109,39,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,2,0,"59,338",0,"59,338",,,
Great Britain and Northern Ireland,149,"2,849",7,"1,441","27,844",976,0,0,252,"11,025",0,176,15,0,447,"2,266",0,0,0,"4,947",129,0,55,74,15,736,4,0,"6,095",0,1,67,"1,578",0,57,"2,864","1,884","17,144",614,914,72,243,26,"6,820","5,763",692,14,0,0,472,0,20,0,12,0,0,0,"1,373",720,145,"2,867",57,198,40,132,202,1,318,147,0,0,0,0,21,0,0,0,0,0,0,0,0,0,33,8,9,"105,030",0,"105,030",,,
Greece,50,246,0,33,"21,007",105,0,0,93,"5,655",0,1,239,0,12,0,0,0,0,890,26,0,21,46,1,53,1,0,312,0,0,0,2,0,2,43,91,554,69,18,1,5,0,49,37,19,0,0,0,370,0,6,0,2,0,0,0,56,26,5,68,0,190,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"30,413",0,"30,413",,,
Hungary,47,281,0,229,"11,150",779,0,0,"1,164",148,0,0,761,0,0,0,0,0,0,372,21,0,13,54,0,56,3,0,261,0,0,0,107,0,2,133,151,"1,692",198,42,5,8,0,68,85,2,0,0,0,32,0,1,0,0,0,0,0,29,1,11,409,0,40,4,0,0,0,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"18,410",0,"18,410",,,
Iceland,15,10,1,3,449,10,0,0,0,304,0,3,0,0,0,2,0,0,0,172,50,0,9,8,0,18,0,0,46,0,0,0,0,0,2,20,4,189,85,1,1,0,0,14,14,11,3,0,0,4,0,0,0,0,0,0,0,22,13,11,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,526",0,"1,526",,,
Ireland,24,237,1,229,"1,115",72,0,0,3,701,0,3,3,0,3,81,0,0,0,481,6,0,13,31,1,105,0,0,746,0,1,3,131,0,10,183,152,"9,984",141,72,4,34,2,758,440,69,2,0,0,0,0,0,0,0,0,0,0,94,21,10,480,3,285,2,1,187,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"16,991",0,"16,991",,,
Italy,100,928,0,315,"2,180",95,0,0,5,"4,067",0,20,3,0,345,397,0,0,0,"2,337",34,0,48,99,16,332,2,0,"1,005",0,0,1,43,0,10,237,194,"3,631",294,63,0,34,0,611,413,62,0,0,0,214,1,5,5,0,0,0,1,248,16,35,233,0,38,4,100,0,0,85,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,1,"18,929",0,"18,929",,,
Kazakhstan,46,326,0,896,687,"1,471",0,0,3,0,0,1,1,0,0,5,0,0,0,392,36,0,40,10,0,62,0,0,55,0,0,0,0,0,3,40,13,995,29,55,17,10,3,12,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,0,1,4,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,"5,264",0,"5,264",,,
Kyrgyzstan,14,300,1,189,108,317,0,0,9,0,0,4,16,0,0,0,0,0,0,118,3,0,14,44,0,43,0,0,12,0,0,0,0,0,0,18,2,346,28,44,11,24,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,699",0,"1,699",,,
Latvia,28,210,1,12,"3,335",21,0,0,11,"1,939",0,0,6,0,3,3,0,0,0,222,10,0,8,28,0,20,0,0,58,0,0,0,65,0,1,19,10,999,16,41,13,8,1,13,8,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,19,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"7,158",0,"7,158",,,
Liechtenstein,1,2,0,1,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,,,
Lithuania,26,192,1,23,"3,027",200,0,0,25,"1,286",0,1,2,0,1,7,0,0,0,298,12,0,5,19,0,16,3,0,98,0,0,6,214,0,0,43,19,"3,630",23,48,11,20,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,38,0,9,0,0,0,0,18,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,9,4,"9,395",0,"9,395",,,
Luxembourg,13,5,0,1,68,11,0,0,0,19,0,0,0,0,0,3,0,0,0,27,4,0,10,4,0,3,0,0,12,0,0,0,1,0,0,1,3,36,4,0,0,0,0,10,9,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,256,,,
Macedonia,8,132,0,211,"1,314","1,032",0,0,22,333,0,1,44,0,0,3,0,0,0,103,1,0,1,20,0,20,0,0,41,0,0,0,7,0,0,17,21,559,10,16,1,5,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,24,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,"3,995",0,"3,995",,,
Malta,5,39,0,2,"2,362",0,0,0,15,16,0,1,0,0,0,0,0,0,0,7,0,0,1,11,0,5,0,0,11,0,0,0,0,0,0,1,9,26,8,1,0,2,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,555",0,"2,555",,,
Moldova,13,175,3,48,"1,165",28,0,0,244,1,0,1,234,0,0,0,0,0,0,149,10,0,7,0,0,42,0,0,43,0,0,0,4,0,0,35,6,508,27,63,20,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,29,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"2,885",0,"2,885",,,
Monaco,2,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,,,
Netherlands,77,240,1,432,"1,268",49,0,0,8,"3,732",1,7,3,0,41,348,0,0,0,914,21,0,34,68,3,170,3,0,652,0,0,4,50,0,10,298,114,"2,494",163,60,2,13,0,833,810,207,3,0,0,125,0,6,0,2,0,0,0,96,25,16,243,6,55,5,53,0,0,42,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,"13,838",0,"13,838",,,
