Fiscal Year 2003,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Comoros,3,3,0,3,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,24,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63,,,
"Congo, Dem. Rep. of the (Congo Kinshasa)",32,70,0,70,"1,243",136,0,0,25,12,0,1,0,0,0,0,0,0,0,127,8,0,14,99,0,154,1,0,20,0,0,0,0,0,0,3,3,51,1,11,1,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,"2,151",0,"2,151",,,
"Congo, Rep. of the (Congo Brazzaville)",65,94,1,48,299,97,0,0,1,0,0,3,0,0,0,0,0,0,0,30,2,0,27,72,0,28,1,0,2,0,0,0,0,0,0,1,0,9,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,786,,,
Cote d'Ivoire ,25,45,2,5,"1,838",47,0,0,12,0,0,8,0,0,0,0,0,0,0,182,14,0,21,54,0,82,4,0,24,0,0,0,1,0,1,3,4,62,8,12,4,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,"2,495",0,"2,495",,,
Djibouti,19,46,2,155,110,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,412,0,412,,,
Egypt,189,"2,677",8,122,"9,940",117,0,0,7,386,0,25,52,0,1,2,0,0,0,254,83,0,50,34,0,121,5,0,127,0,0,0,5,0,2,200,25,713,241,21,2,31,3,42,75,2,0,0,0,0,0,0,0,0,0,0,0,24,11,8,1,0,65,0,0,0,0,62,45,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,15,7,"15,831",0,"15,831",,,
Equatorial Guinea,38,101,6,47,102,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,7,17,0,13,11,0,2,0,0,0,0,0,0,6,0,6,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,415,,,
Eritrea,10,17,6,73,"1,224",65,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,2,3,0,21,2,0,2,0,0,0,0,0,0,0,0,16,0,15,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,"1,557",0,"1,557",,,
Ethiopia,44,82,9,240,"4,476",649,0,0,67,1,0,20,191,0,1,1,0,0,0,307,12,0,22,26,0,204,10,0,29,0,0,0,1,0,0,10,9,90,23,57,2,206,24,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,9,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60,135,2,"7,051",0,"7,051",,,
Gabon,28,63,16,1,504,35,0,0,0,0,0,7,0,0,0,0,0,0,0,117,3,0,6,17,0,6,0,0,5,0,0,0,0,0,0,2,0,6,0,0,0,1,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,838,,,
"Gambia, The",23,41,8,17,"2,929",39,0,0,11,0,0,0,7,0,0,0,0,0,0,237,12,0,4,12,0,38,2,0,9,0,0,0,0,0,0,5,0,12,0,7,0,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,"3,442",0,"3,442",,,
Ghana,24,120,5,26,"14,572",162,0,0,22,272,0,1,4,0,0,0,0,0,0,"1,155",177,0,18,10,0,117,11,0,147,0,0,0,0,0,1,59,23,523,52,153,14,88,23,6,5,11,0,0,0,0,0,0,0,0,0,0,0,1,1,3,49,0,27,0,0,0,0,99,28,0,0,0,0,10,0,0,0,0,0,0,0,0,0,74,245,48,"18,386",0,"18,386",,,
Guinea,42,200,9,13,"2,742",508,0,0,6,32,0,2,0,0,0,0,0,0,0,134,1,0,25,31,1,28,2,0,10,0,0,0,0,0,0,0,1,17,1,8,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,"3,871",0,"3,871",,,
Guinea-Bissau,2,6,0,2,82,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,8,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,138,,,
Kenya,44,260,10,73,"7,121",135,0,0,20,4,1,3,1,0,0,2,0,0,0,"1,882",188,0,42,77,0,235,19,0,232,0,1,0,0,0,2,83,6,369,100,25,7,35,18,24,32,11,0,0,0,0,0,0,0,0,0,0,0,3,1,1,48,0,24,5,19,0,0,64,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,13,2,"11,272",0,"11,272",,,
Lesotho,8,21,5,5,123,9,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,0,4,21,0,9,1,0,3,0,0,0,6,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,260,,,
Liberia,14,1,0,9,922,44,0,0,2,3,0,1,0,0,0,1,0,0,0,79,10,0,3,26,0,40,2,0,6,0,0,0,0,0,0,0,0,6,0,9,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,"1,224",0,"1,224",,,
Libya,0,0,0,10,64,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,74,22,0,8,0,0,2,0,0,0,0,0,0,6,0,0,2,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,260,0,260,,,
Madagascar,44,92,0,43,307,95,0,0,48,0,0,5,96,0,0,0,0,0,0,36,0,0,41,29,0,54,3,0,9,0,0,0,0,0,0,2,7,53,5,3,3,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,988,,,
Malawi,24,116,3,9,629,40,0,0,6,2,0,2,0,0,0,0,0,0,0,82,22,0,2,13,0,30,1,0,6,0,0,0,0,0,0,2,6,83,6,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,110",0,"1,110",,,
Mali,13,93,0,54,"1,945","1,531",0,0,12,0,0,2,0,0,0,0,0,0,0,355,11,0,18,77,0,77,1,0,7,0,0,0,0,0,0,3,2,59,11,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,310",0,"4,310",,,
Mauritania,8,65,2,3,288,60,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,11,49,0,29,0,0,2,0,0,0,0,0,0,2,0,10,5,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,616,0,616,,,
Mauritius,4,44,0,9,850,48,0,0,11,99,0,0,0,0,0,0,0,0,0,59,2,0,0,11,0,35,1,0,25,0,0,0,0,0,0,11,0,52,9,2,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,291",0,"1,291",,,
Morocco,50,580,54,65,"8,033",90,0,0,9,233,0,3,135,0,0,8,0,0,0,779,13,0,29,221,0,42,93,0,91,0,0,0,2,0,0,37,30,332,39,131,0,142,2,6,8,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,11,0,60,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,24,0,"11,401",0,"11,401",,,
Mozambique,42,117,8,4,453,12,0,0,33,3,0,19,0,0,1,0,0,0,0,57,9,0,16,40,0,41,0,0,6,0,0,0,0,0,0,0,5,47,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,956,,,
Namibia,13,48,1,0,445,8,0,0,19,17,0,2,0,0,0,0,0,0,0,32,3,0,32,13,0,25,3,0,9,0,0,6,3,0,0,5,0,105,3,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,802,,,
Niger,26,41,1,87,332,145,0,0,10,0,0,0,0,0,0,0,0,0,0,159,2,0,4,51,0,68,1,0,8,0,0,0,0,0,0,6,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"1,006",0,"1,006",,,
Nigeria,194,330,16,178,"40,778",474,0,0,44,28,0,1,3,0,0,2,0,0,0,"2,100",79,0,125,94,0,171,6,0,343,0,1,0,0,0,3,230,24,381,108,346,18,270,68,143,238,20,0,0,0,0,0,0,0,0,0,0,0,9,1,4,12,0,15,0,0,0,0,180,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,149,372,0,"47,593",0,"47,593",,,
Rwanda,3,73,2,2,378,12,0,0,12,0,0,0,0,0,0,0,0,0,0,63,3,0,16,14,2,30,4,0,3,0,0,0,0,0,0,6,0,34,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,679,,,
Sao Tome and Principe,4,10,4,3,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,,,
Senegal,55,142,1,70,"3,067",713,0,0,48,11,0,3,2,0,0,0,0,0,0,241,5,0,11,61,0,159,9,0,66,0,0,0,0,0,0,25,23,166,11,18,0,21,7,6,5,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,74,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,2,"5,094",0,"5,094",,,
Seychelles,0,0,1,6,126,19,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,181,,,
Sierra Leone,7,64,1,12,"1,005",164,0,0,2,0,0,1,0,0,0,0,0,0,0,72,7,0,9,25,1,48,3,0,14,0,0,0,0,0,0,18,3,22,4,26,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,"1,550",0,"1,550",,,
Somalia,0,0,0,2,102,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,15,1,0,0,0,0,0,0,0,0,0,0,3,0,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,191,0,191,,,
South Africa,71,821,12,366,"32,775","1,880",0,0,264,"2,528",0,50,7,0,1,7,0,0,0,673,37,0,48,176,0,132,6,0,902,0,1,"1,323","1,618",0,26,788,62,"4,583",238,73,13,20,3,751,528,10,0,0,0,0,0,0,0,0,0,0,0,45,11,14,141,0,51,10,48,0,0,161,69,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,"51,347",0,"51,347",,,
Sudan,18,51,8,154,489,640,0,0,1,0,0,0,7,0,0,0,0,0,0,63,14,0,27,40,0,99,2,0,8,0,0,0,0,0,0,12,0,5,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,"1,658",0,"1,658",,,
Swaziland,10,39,0,0,134,10,0,0,1,2,0,2,0,0,0,0,0,0,0,18,1,0,9,11,0,6,2,0,6,0,0,0,0,0,0,0,1,30,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,285,,,
Tanzania,39,94,3,27,"2,425",272,0,0,41,0,0,3,16,0,0,0,0,0,0,538,40,0,50,97,0,118,5,0,43,0,0,0,0,0,1,11,2,205,10,8,1,1,0,6,3,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"4,111",0,"4,111",,,
Togo,24,29,0,7,"1,164",54,0,0,14,2,0,0,0,0,0,0,0,0,0,315,16,0,17,14,0,25,5,0,12,0,0,0,0,0,0,3,0,30,6,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,"1,767",0,"1,767",,,
Tunisia,26,264,2,156,720,543,0,0,7,41,0,2,18,0,0,0,0,0,0,98,2,0,12,39,0,42,4,0,33,0,0,0,3,0,0,24,2,170,11,4,0,12,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,6,0,"2,259",0,"2,259",,,
Uganda,24,156,3,16,"2,318",76,0,0,38,1,0,9,11,0,0,0,0,0,0,279,14,0,31,42,2,126,8,0,35,0,0,0,0,0,0,30,2,146,35,12,4,8,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,48,0,4,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,"3,566",0,"3,566",,,
Zambia,8,85,4,13,"1,476",7,0,0,48,9,0,4,0,0,0,0,0,0,0,209,24,0,17,32,0,92,2,0,19,0,0,0,1,0,0,17,3,186,25,6,0,1,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,13,0,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,337",0,"2,337",,,
Zimbabwe,39,6,0,22,"2,439",29,0,0,47,49,0,0,12,0,0,0,0,0,0,565,70,0,41,52,0,139,15,0,85,0,0,1,17,0,1,61,0,190,31,6,2,6,2,49,40,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,16,0,13,0,6,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,073",0,"4,073",,,
Totals for Africa,"1,614","7,918",236,"3,863","159,969","12,369",0,0,"1,114","3,811",1,211,623,0,4,30,0,0,0,"12,886","1,008",0,"1,064","2,222",17,"3,159",279,0,"2,485",0,3,"1,330","1,658",0,37,"1,737",290,"9,403","1,110","1,096",95,976,176,"1,154","1,090",89,1,0,0,0,0,0,0,0,0,5,4,105,33,34,433,0,474,18,156,0,0,783,278,0,0,0,0,46,0,0,0,0,0,0,0,0,0,430,"1,035",94,"239,056",0,"239,056",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,27,108,0,11,584,199,0,0,3,0,0,1,0,0,0,0,0,0,0,27,0,0,3,19,0,35,1,0,5,0,0,0,0,0,0,9,0,74,0,123,8,56,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,5,"1,346",0,"1,346",,,
Bahrain,18,343,1,1,855,2,0,0,0,1,0,0,3,0,0,0,0,0,0,148,12,0,15,11,0,4,0,0,9,0,0,0,0,0,0,0,4,50,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,490",0,"1,490",,,
Bangladesh,34,339,9,200,"3,321","1,771",0,0,13,229,0,13,34,0,0,4,0,0,0,437,105,0,55,60,0,221,11,0,266,0,0,0,0,0,0,273,2,144,70,5,0,117,13,20,42,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,30,0,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,231,117,222,"8,444",0,"8,444",,,
Bhutan,0,25,0,0,146,8,0,0,0,0,0,6,0,0,0,0,0,0,0,60,4,0,16,26,0,20,5,0,3,0,0,0,0,0,0,3,0,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,367,,,
Brunei,11,25,0,18,38,2,0,0,2,16,0,1,1,0,0,0,0,0,0,2,0,0,3,26,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,168,,,
Burma,46,11,3,219,307,686,0,0,384,0,0,0,"1,023",0,0,0,0,0,0,236,4,0,9,20,2,84,1,0,43,0,0,0,0,0,0,23,0,42,7,18,0,13,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,"3,232",0,"3,232",,,
Cambodia,32,35,0,6,"2,908",55,0,0,5,0,0,9,0,0,0,0,0,0,0,200,3,0,11,24,0,17,1,0,2,0,0,0,0,0,0,5,0,80,23,367,36,64,18,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,"4,019",0,"4,019",,,
China - mainland,395,849,0,"9,299","132,291","13,266",0,0,"7,303",18,0,393,"7,343",0,4,13,0,0,0,"16,169","3,082",0,87,322,0,335,7,0,"5,608",0,0,54,15,0,93,"3,313",498,"5,460","2,560","2,228",241,856,293,"1,098",969,157,0,0,0,0,0,0,0,0,0,0,0,114,79,59,673,0,242,5,24,0,0,59,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,576,430,32,"216,949",0,"216,949",,,
China - Taiwan,0,1,0,44,"130,564",191,0,0,406,"1,938",0,1,0,0,917,197,0,0,0,"11,490",581,0,0,1,0,21,0,0,"2,039",0,0,0,4,0,18,723,86,"1,583",568,68,7,31,2,262,293,39,2,0,0,0,0,0,0,0,0,0,0,35,68,2,95,0,77,1,0,0,0,110,36,0,0,0,0,10,0,0,0,0,0,0,0,0,0,39,15,12,"152,577",0,"152,577",,,
Hong Kong S.A.R.,1,1,0,68,"16,183","1,115",0,0,217,333,0,0,0,0,0,1,0,0,0,"1,164",26,0,0,0,0,5,0,0,220,0,0,0,0,0,0,37,39,427,15,33,1,8,1,44,43,10,1,0,0,0,0,0,0,0,0,0,0,14,94,0,7,0,0,0,10,0,0,11,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,4,14,"20,183",0,"20,183",,,
India,156,"1,687",47,"1,539","162,539","15,007",0,0,580,"18,683",0,497,408,0,2,15,0,0,0,"19,152","1,168",0,65,235,0,"1,002",37,0,"42,245",0,1,11,177,0,131,"30,238",131,"3,672","1,639",842,24,"1,033",86,"18,124","10,987",80,0,0,0,0,0,0,0,0,0,1,0,166,175,84,5,1,"1,455",2,5,0,0,914,177,0,0,0,0,79,0,0,0,0,0,0,0,0,0,750,136,326,"336,516",0,"336,516",,,
