Fiscal Year 2000,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Cote d'Ivoire ,73,213,6,145,"2,410",350,0,0,30,2,0,5,53,0,0,0,0,0,0,275,12,0,32,33,1,105,17,0,35,0,0,0,0,0,0,8,13,94,9,14,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,23,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,991",0,"3,991",,,
Djibouti,27,29,1,52,149,421,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,715,,,
Egypt,207,"2,753",45,463,"38,672",611,0,0,163,428,0,14,49,0,0,7,0,0,0,919,153,0,57,89,0,141,5,0,408,0,0,0,3,0,3,330,87,"1,956",711,22,1,0,0,68,97,54,2,0,0,0,0,0,0,0,0,0,0,25,19,15,22,0,74,0,2,0,0,140,53,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"48,883",0,"48,883",,,
Equatorial Guinea,29,43,7,20,98,25,0,0,12,0,0,0,0,0,0,0,0,0,0,26,0,0,8,30,0,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,316,,,
Eritrea,12,64,8,502,777,172,0,0,5,0,0,0,0,0,0,0,0,0,0,38,0,0,3,8,0,19,0,0,1,0,0,0,0,0,0,1,0,50,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"1,694",0,"1,694",,,
Ethiopia,40,52,23,566,"3,679","1,466",0,0,113,2,0,8,255,0,0,0,0,0,0,329,14,0,24,76,0,188,29,0,36,0,0,0,0,0,0,11,6,127,16,40,1,0,0,5,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,27,0,3,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"7,185",0,"7,185",,,
Gabon,62,67,1,73,736,80,0,0,2,5,0,0,31,0,0,0,0,0,0,88,1,0,28,104,0,9,2,0,4,0,0,0,0,0,0,9,0,13,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1,323",0,"1,323",,,
"Gambia, The",12,59,1,53,"2,236",72,0,0,4,0,0,1,2,0,0,0,0,0,0,321,9,0,10,1,0,34,2,0,5,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,835",0,"2,835",,,
Ghana,20,208,7,499,"14,127","1,260",0,0,55,140,0,23,7,0,0,0,0,0,0,766,39,0,64,94,1,108,10,0,98,0,0,0,1,0,3,58,17,538,38,128,14,0,0,5,7,14,0,0,0,0,0,0,0,0,0,0,0,4,2,5,12,0,32,1,0,0,0,48,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"18,482",0,"18,482",,,
Guinea,25,70,8,49,"2,751",469,0,0,18,10,0,1,0,0,0,0,0,0,0,194,5,0,41,93,0,18,5,0,6,0,0,0,0,0,0,1,0,66,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,885",0,"3,885",,,
Guinea-Bissau,10,13,0,2,159,15,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,43,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,266,,,
Kenya,90,184,24,142,"8,408",284,0,0,4,8,0,8,1,0,0,1,0,0,0,"2,263",131,0,67,68,0,258,19,0,167,0,0,0,7,0,3,70,14,370,69,14,3,0,0,26,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,29,0,27,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,971",0,"12,971",,,
Lesotho,16,15,8,1,139,52,0,0,2,0,0,1,0,0,0,0,0,0,0,16,0,0,19,30,0,5,0,0,1,0,0,0,1,0,0,0,0,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,323,,,
Liberia,23,41,3,213,"2,070","2,106",0,0,9,3,0,0,0,0,0,0,0,0,0,267,32,0,5,30,2,32,1,0,9,0,0,0,0,0,0,0,1,20,0,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,885",0,"4,885",,,
Libya,0,0,0,22,150,109,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,63,53,8,8,0,0,2,0,0,0,0,0,0,3,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,445,0,445,,,
Madagascar,37,41,1,175,278,258,0,0,16,11,0,4,1,0,0,1,0,0,0,44,13,0,27,86,0,63,1,0,5,0,0,0,0,0,0,0,3,79,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,156",0,"1,156",,,
Malawi,32,69,0,2,797,28,0,0,7,2,0,0,0,0,0,0,0,0,0,222,24,0,24,51,0,35,2,0,8,0,0,0,0,0,0,1,0,59,17,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,396",0,"1,396",,,
Mali,20,44,2,278,"3,287","1,031",0,0,23,0,0,28,18,0,0,0,0,0,0,249,6,0,31,93,0,77,1,0,13,0,0,0,2,0,0,7,4,57,9,4,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,7,0,12,0,113,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,433",0,"5,433",,,
Mauritania,16,40,7,17,751,90,0,0,4,1,0,7,6,0,0,0,0,0,0,313,12,0,24,66,0,41,3,0,6,0,0,0,0,0,0,0,1,10,2,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,436",0,"1,436",,,
Mauritius,2,19,2,11,"1,310",192,0,0,0,99,0,3,1,0,0,1,0,0,0,78,3,0,4,27,1,44,3,0,33,0,0,0,0,0,1,8,0,34,8,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,898",0,"1,898",,,
Morocco,36,419,122,417,"9,165","6,936",0,0,14,211,0,1,115,0,0,7,0,0,0,"1,058",19,0,33,113,0,62,34,0,134,0,0,0,0,0,2,36,82,466,71,71,0,0,0,20,16,6,0,0,0,0,0,0,0,0,0,1,0,4,0,0,49,0,11,8,67,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"19,813",0,"19,813",,,
Mozambique,31,91,17,3,723,6,0,0,28,1,0,2,0,0,0,0,0,0,0,49,0,0,19,16,0,18,4,0,5,0,0,0,0,0,0,3,0,55,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,31,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,116",0,"1,116",,,
Namibia,31,67,5,3,600,12,0,0,7,10,0,10,0,0,0,0,0,0,0,22,1,0,9,50,2,12,3,0,5,0,0,3,1,0,0,3,1,70,12,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0,957,,,
Niger,27,18,10,349,492,115,0,0,10,0,0,5,16,0,0,0,0,0,0,316,8,0,15,31,0,40,1,0,7,0,0,0,0,0,0,5,1,32,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,510",0,"1,510",,,
Nigeria,210,507,25,"1,524","18,648","2,685",0,0,37,10,0,24,43,0,1,0,0,0,0,"1,098",57,0,135,290,0,169,6,0,352,0,0,0,0,0,0,220,7,299,71,240,10,0,0,80,147,21,0,0,0,0,0,0,0,0,0,0,0,9,0,13,89,0,68,2,0,0,0,179,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,294",0,"27,294",,,
Rwanda,4,123,1,11,969,61,0,0,6,1,0,1,0,0,0,0,0,0,0,150,8,0,7,5,0,13,3,0,1,0,0,0,0,0,0,3,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,424",0,"1,424",,,
Sao Tome and Principe,7,15,0,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,,,
Senegal,74,271,12,106,"9,757",468,0,0,70,0,1,28,35,0,0,0,0,0,0,452,12,0,24,137,1,199,19,0,55,0,0,0,0,0,0,10,10,208,14,17,7,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,98,13,30,5,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"12,156",0,"12,156",,,
Seychelles,0,7,2,20,199,30,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,279,,,
Sierra Leone,8,7,0,13,"1,299",114,0,0,19,0,0,1,0,0,0,0,0,0,0,71,7,0,11,58,0,44,1,0,16,0,0,0,0,0,0,3,2,20,4,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,750",0,"1,750",,,
Somalia,0,1,1,41,527,344,0,0,7,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,1,1,4,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,995,0,995,,,
South Africa,74,609,7,262,"55,409","2,311",0,0,316,"2,001",0,35,217,0,0,11,0,0,0,720,54,0,33,78,1,117,9,0,"1,259",0,0,551,209,0,29,"1,323",63,"3,529",285,74,10,0,0,724,694,33,1,0,0,0,0,0,0,0,0,0,0,57,12,12,67,15,36,8,168,0,0,111,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,605",0,"71,605",,,
Sudan,1,49,37,670,"1,445","1,690",0,0,35,3,0,0,34,0,0,1,0,0,0,266,8,0,36,103,1,105,1,0,43,0,0,0,0,0,0,17,3,9,8,6,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"4,598",0,"4,598",,,
Swaziland,25,101,0,1,110,109,0,0,19,1,0,1,0,0,0,0,0,0,0,29,3,0,4,19,0,1,1,0,3,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,455,,,
Tanzania,31,103,2,77,"2,758","1,018",0,0,22,7,1,1,32,0,0,0,0,0,0,939,52,0,39,113,0,91,7,0,57,0,0,0,0,0,1,17,4,242,31,6,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,28,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"5,719",0,"5,719",,,
Togo,15,17,11,109,461,425,0,0,11,1,0,3,5,0,1,4,0,0,0,269,3,0,25,89,3,34,9,0,7,0,0,0,0,0,0,5,1,34,7,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,559",0,"1,559",,,
Tunisia,34,300,5,89,"4,425","6,152",0,0,8,99,0,0,15,0,0,1,0,0,0,275,6,0,20,65,0,52,1,0,45,0,0,0,0,0,1,24,9,164,18,12,0,0,0,16,12,48,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"11,905",0,"11,905",,,
Uganda,18,391,6,182,"2,702",448,0,0,14,10,0,1,1,0,0,0,0,0,0,337,12,0,24,18,7,85,6,0,40,0,0,0,0,0,0,24,4,186,25,5,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,21,0,4,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,627",0,"4,627",,,
Zambia,28,75,2,5,"2,210",84,0,0,18,1,0,2,4,0,0,0,0,0,0,296,76,0,33,113,0,70,4,0,22,0,0,0,0,0,0,15,1,225,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,312",0,"3,312",,,
Zimbabwe,47,72,7,37,"5,344",99,0,0,16,79,0,1,4,0,0,2,0,0,0,"1,061",347,0,24,101,0,129,7,0,91,0,0,1,7,0,1,60,8,228,65,6,1,0,0,15,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,13,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,941",0,"7,941",,,
Totals for Africa,"1,860","8,054",465,"9,474","214,889","37,266",0,0,"1,335","3,187",5,305,"1,122",0,4,47,0,0,0,"15,318","1,255",0,"1,309","3,683",28,"3,150",250,0,"3,145",0,0,555,232,0,45,"2,375",392,"9,914","1,627",834,66,0,0,"1,036","1,145",348,10,0,0,0,0,0,0,0,0,1,0,120,44,58,545,34,646,27,358,0,0,727,230,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,"327,568",0,"327,568",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2,0,0,38,971,733,0,0,24,0,0,0,0,0,0,0,0,0,0,17,10,0,0,0,16,26,0,0,7,0,0,0,0,0,0,9,0,4,0,118,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,991",0,"1,991",,,
Bahrain,13,191,0,1,"2,188",21,0,0,1,24,0,0,1,0,0,0,0,0,0,266,33,0,4,13,0,0,0,0,4,0,0,0,0,0,0,2,6,26,12,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2,815",0,"2,815",,,
Bangladesh,52,397,33,295,"9,145","2,696",0,0,68,671,0,15,12,0,0,4,0,0,0,"1,208",218,0,52,70,0,220,17,0,818,0,0,0,4,0,1,523,10,208,119,6,3,0,0,24,53,6,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,1,20,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,013",0,"17,013",,,
Bhutan,1,2,0,4,146,8,0,0,1,0,0,1,0,0,0,0,0,0,0,57,1,0,30,30,0,6,7,0,1,0,0,0,0,0,0,1,0,17,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,335,0,335,,,
Brunei,17,37,0,0,19,1,0,0,1,9,0,28,0,0,0,0,0,0,0,3,1,0,15,58,1,1,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,210,,,
Burma,37,9,2,379,261,"1,236",0,0,761,22,0,2,"1,929",0,0,0,0,0,0,462,9,0,23,38,0,68,3,0,49,0,0,0,0,0,0,34,0,43,3,14,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,431",0,"5,431",,,
Cambodia,27,53,3,66,770,"1,244",0,0,4,0,0,0,0,0,0,1,0,0,0,103,0,0,26,38,0,5,2,0,3,0,0,0,0,0,0,6,0,45,14,117,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2,550",0,"2,550",,,
China - mainland,463,661,4,"2,648","230,274","12,615",0,0,"6,578",85,3,749,"3,314",0,1,4,0,0,0,"21,586","4,740",0,80,640,0,307,31,0,"7,489",0,0,16,33,0,11,"3,769",578,"7,708","4,670","2,088",137,0,0,"1,110","1,190",64,0,0,0,0,0,0,0,0,0,0,0,227,7,150,571,22,725,28,64,0,0,19,2,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,"315,536",0,"315,536",,,
China - Taiwan,0,0,0,41,"251,562",553,0,0,384,"1,714",0,0,0,0,881,434,0,0,0,"16,084",704,0,0,0,0,20,0,0,"2,712",0,0,0,5,0,10,890,149,"1,274",548,49,2,0,0,301,363,74,10,0,0,0,0,0,0,0,0,0,0,25,20,8,73,0,146,0,0,0,0,94,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"279,153",0,"279,153",,,
Hong Kong S.A.R.,0,19,0,155,"19,315","4,777",0,0,45,147,0,0,0,0,0,1,0,0,0,746,22,0,1,3,0,13,0,0,251,0,0,0,1,0,1,21,27,148,6,23,1,0,0,35,27,3,0,0,0,0,0,0,0,0,0,0,0,4,34,1,1,0,15,0,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"25,857",0,"25,857",,,
India,119,"1,005",135,"2,542","227,002","5,879",0,0,611,"10,217",4,351,300,0,3,11,0,0,0,"20,469","1,050",0,108,298,1,811,63,0,"61,530",0,0,0,93,0,41,"38,705",176,"3,740","1,695",882,38,0,0,"9,306","6,257",228,8,0,0,1,0,0,0,0,0,0,0,255,155,150,14,1,"1,555",13,24,0,0,841,145,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,"396,853",0,"396,853",,,
