Fiscal Year 1998,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Equatorial Guinea,24,36,1,20,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,15,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,,,
Eritrea,8,31,5,272,362,415,5,0,4,0,0,0,2,0,0,0,0,0,0,35,1,0,8,17,0,10,1,0,1,0,0,0,1,0,0,0,0,27,7,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,220",7,"1,227",,,
Ethiopia,15,138,15,527,"2,393","1,625",12,0,48,11,0,0,315,0,0,0,0,0,0,236,11,0,22,46,1,183,12,0,24,0,0,0,1,0,0,6,5,100,17,30,4,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,829",83,"5,912",,,
Gabon,33,64,1,11,650,98,0,0,0,5,0,2,7,0,0,0,0,0,0,105,2,0,26,97,0,13,2,0,6,0,0,0,0,0,0,3,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,155",0,"1,155",,,
"Gambia, The",9,60,0,37,"1,215",105,0,0,9,1,0,3,3,0,0,0,0,0,0,92,4,0,25,25,0,29,4,0,7,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,646",0,"1,646",,,
Ghana,52,191,7,"1,026","7,108","3,018",0,0,106,187,0,8,6,0,0,0,0,0,0,536,28,0,38,113,0,125,14,0,63,0,0,0,5,0,1,41,5,369,34,71,5,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,23,0,1,0,0,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,291",0,"13,291",,,
Guinea,21,167,2,43,"4,954",232,1,0,21,5,0,0,0,0,0,0,0,0,0,349,10,0,11,55,0,35,2,0,2,0,0,0,0,0,0,0,0,55,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,985",7,"5,992",,,
Guinea-Bissau,1,7,0,13,92,26,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,7,14,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,185,,,
Kenya,78,95,27,182,"5,216","1,087",0,0,20,3,0,1,3,0,0,0,0,0,0,"2,639",138,0,69,69,0,208,28,0,140,0,0,0,1,0,3,82,0,266,73,19,0,0,0,14,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,28,3,26,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,646",0,"10,646",,,
Lesotho,10,9,0,1,163,77,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,3,16,0,0,2,0,1,0,0,0,5,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,309,,,
Liberia,30,15,2,142,"1,191","1,214",0,0,8,5,0,1,0,0,0,0,0,0,0,136,22,0,6,19,0,41,0,0,6,0,0,0,1,0,1,0,0,13,7,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,888",4,"2,892",,,
Libya,0,1,0,13,59,119,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,63,68,0,6,0,0,3,0,0,0,0,0,0,0,0,4,2,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370,0,370,,,
Madagascar,41,24,3,103,197,210,0,0,2,11,0,1,60,0,0,0,0,0,0,33,7,0,29,44,0,37,2,0,5,0,0,0,0,0,0,0,0,80,2,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,5,914,,,
Malawi,13,34,0,6,528,20,0,0,4,0,0,6,0,0,0,0,0,0,0,145,24,0,6,57,0,22,5,0,3,0,0,0,0,0,0,0,0,60,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,948,,,
Mali,40,56,1,558,"1,428",711,0,0,58,0,0,4,20,0,0,0,0,0,0,128,2,0,22,79,0,88,5,0,10,0,0,0,1,0,0,1,2,78,9,3,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,324",5,"3,329",,,
Mauritania,4,16,3,129,157,221,0,0,5,20,0,1,7,0,0,0,0,0,0,93,3,0,30,34,0,32,1,0,3,0,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,775,,,
Mauritius,2,19,0,22,857,598,0,0,3,52,0,1,1,0,0,0,0,0,0,58,1,0,6,18,0,38,4,0,22,0,0,0,0,0,0,9,3,25,4,2,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,756",0,"1,756",,,
Morocco,38,337,71,512,"11,344","4,414",7,0,40,226,0,4,149,0,0,12,0,0,0,778,13,0,23,98,0,41,30,0,104,0,0,0,1,0,0,26,3,345,46,49,0,0,0,14,7,5,1,0,0,0,0,0,0,0,0,0,0,5,0,1,31,0,15,2,72,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"18,868",97,"18,965",,,
Mozambique,56,74,11,7,448,11,0,0,41,2,0,0,0,0,0,0,0,0,0,39,6,0,12,11,0,27,3,0,4,0,0,0,0,0,0,0,0,64,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,854,,,
Namibia,18,91,2,4,416,19,0,0,5,6,0,3,1,0,0,0,0,0,0,17,10,0,25,21,0,3,4,0,2,0,0,0,0,0,0,2,0,92,15,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,764,,,
Niger,26,32,8,286,78,183,0,0,13,2,0,2,16,0,0,0,0,0,0,63,1,0,2,70,0,26,2,0,4,0,0,0,0,0,0,0,0,20,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,2,847,,,
Nigeria,142,94,14,920,"21,453","1,098",0,0,59,35,1,10,34,0,0,0,0,0,0,870,62,0,141,229,0,106,11,0,212,0,0,0,0,0,2,168,16,261,99,262,12,0,0,56,113,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,0,292,0,0,0,0,88,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,964",2,"26,966",,,
Rwanda,4,40,2,11,896,39,2,0,16,0,0,4,0,0,0,0,0,0,0,62,11,0,6,23,0,20,1,0,1,0,0,0,0,0,0,0,0,14,2,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,179",13,"1,192",,,
Sao Tome and Principe,4,33,0,0,43,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,102,,,
Senegal,58,113,4,280,"5,627","1,104",2,0,73,2,0,34,44,0,0,0,0,0,0,374,3,0,45,103,0,184,16,0,29,0,0,0,0,0,0,20,2,197,11,14,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,62,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,426",15,"8,441",,,
Seychelles,0,10,3,23,130,60,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,247,,,
Sierra Leone,10,5,1,10,"1,104",109,0,0,11,5,0,4,0,0,0,0,0,0,0,61,4,0,12,18,0,65,3,0,7,0,0,0,0,0,0,3,0,12,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,462",0,"1,462",,,
Somalia,0,0,0,31,288,375,1,0,8,0,0,0,3,0,0,0,0,0,0,19,0,0,2,3,2,32,0,0,1,0,0,0,0,0,0,1,0,2,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,3,783,,,
South Africa,105,412,7,190,"61,289","1,372",1,0,162,"1,620",0,60,165,0,1,3,0,0,0,682,92,0,38,61,0,77,1,2,"1,301",0,0,6,69,0,21,"1,490",30,"2,427",234,34,7,0,0,460,547,32,11,0,0,0,0,0,0,0,0,0,0,28,9,7,67,4,41,3,44,0,0,78,62,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"73,354",0,"73,354",,,
Sudan,23,47,29,581,573,"1,287",20,0,34,4,0,2,34,0,0,0,0,0,0,200,22,0,36,62,0,89,3,0,37,0,0,0,0,0,0,14,2,9,11,2,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,143",64,"3,207",,,
Swaziland,10,23,0,2,152,9,0,0,0,1,0,1,0,0,0,0,0,0,0,26,0,0,13,22,0,1,1,0,0,0,0,0,0,0,0,0,2,16,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,289,,,
Tanzania,27,37,3,315,835,"1,105",1,0,9,2,0,0,10,0,0,0,0,0,0,491,36,0,28,86,0,84,5,0,36,0,0,0,0,0,2,10,0,360,35,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,18,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,564",0,"3,564",,,
Togo,40,34,6,36,352,417,0,0,26,0,0,0,21,0,0,0,0,0,0,109,4,0,23,61,0,31,5,0,6,0,0,0,0,0,0,0,0,26,3,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,226",2,"1,228",,,
Tunisia,37,250,6,105,"3,347","3,666",3,0,15,71,0,0,19,0,0,2,0,0,0,179,5,0,23,66,0,42,4,0,23,0,0,0,0,0,0,3,2,118,32,3,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"8,048",32,"8,080",,,
Uganda,19,123,1,6,"2,329",96,0,0,13,7,0,4,2,0,0,0,0,0,0,233,11,0,16,9,0,86,6,0,18,0,0,0,2,0,2,4,2,122,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34,0,7,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,188",0,"3,188",,,
Zambia,28,61,3,14,"1,345",160,0,0,0,1,0,3,7,0,0,0,0,0,0,207,38,0,38,55,0,67,5,0,7,0,0,0,0,0,0,11,2,161,24,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,260",1,"2,261",,,
Zimbabwe,29,180,1,18,"4,347",97,0,0,7,9,0,1,2,0,0,0,0,0,0,553,85,0,22,77,0,98,7,0,53,0,0,0,1,0,0,30,1,167,43,7,0,0,0,5,4,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,14,2,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,934",0,"5,934",,,
Totals for Africa,"1,665","6,058",292,"9,676","187,743","33,332",271,0,"1,376","2,876",2,287,"1,352",0,1,27,0,0,0,"12,038",864,0,"1,157","2,719",6,"2,823",241,2,"2,648",0,0,6,90,0,42,"2,330",142,"7,303","1,329",661,39,0,0,668,856,312,25,0,0,0,0,0,0,0,0,0,0,66,30,18,548,5,700,14,189,0,0,391,145,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,"283,393",678,"284,071",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,0,1,0,61,752,"1,044",12,0,32,3,0,0,0,0,0,0,0,0,0,22,0,0,6,3,17,27,0,0,5,0,0,0,0,0,0,2,0,10,1,45,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,079",85,"2,164",,,
Bahrain,8,201,0,8,"1,124","1,031",0,0,1,5,1,0,3,0,0,0,0,0,0,224,16,0,9,15,0,0,0,0,7,0,0,0,0,0,1,7,0,19,8,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,694",0,"2,694",,,
Bangladesh,33,242,18,327,"5,166","5,008",1,0,58,696,0,14,1,0,0,4,0,0,0,992,185,0,47,88,0,201,22,0,443,0,0,0,1,0,1,261,1,163,111,5,0,0,0,15,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"14,154",0,"14,154",,,
Bhutan,1,4,0,18,58,48,0,0,0,4,0,3,2,0,0,0,0,0,0,31,0,0,13,20,0,8,3,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,242,,,
Brunei,7,33,6,1,50,14,0,0,0,11,0,6,10,0,0,0,0,0,0,14,1,0,9,31,0,0,1,0,3,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,205,,,
Burma,35,2,5,287,64,958,6,0,691,8,0,1,"1,467",0,0,0,0,0,0,215,12,0,20,32,0,74,3,0,41,0,0,0,0,0,1,34,0,27,8,11,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,079",4,"4,083",,,
Cambodia,37,7,0,74,268,101,1,0,2,0,0,4,0,0,0,0,0,0,0,20,1,0,12,5,0,4,1,0,1,0,0,0,2,0,0,6,0,41,8,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,7,676,,,
China - mainland,392,646,2,"99,936","63,385","34,011","2,208",0,"7,795",65,2,807,"3,053",0,0,7,0,0,0,"13,958","4,090",0,88,371,0,263,26,3,"3,880",0,0,1,730,0,58,"2,562",356,"6,462","3,341",714,29,0,0,"1,535","1,467",58,0,0,0,0,0,0,0,0,0,0,1,88,11,37,264,7,453,7,73,0,0,18,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,"253,317","1,797","255,114",,,
China - Taiwan,0,1,0,89,"235,914","1,360","1,947",0,205,"2,592",0,3,5,0,"1,254",212,0,0,0,"13,867",600,0,0,0,0,12,0,0,"1,693",0,0,0,1,0,14,597,144,995,577,43,2,0,0,233,312,117,2,0,0,0,0,0,0,0,0,0,0,12,2,1,70,0,192,0,0,0,0,68,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"263,150",817,"263,967",,,
Hong Kong S.A.R.,0,5,0,256,"30,079","3,860",488,0,38,79,0,0,0,0,0,0,0,0,0,491,11,0,0,2,0,8,0,0,159,0,0,0,0,0,1,9,18,75,7,13,0,0,0,28,23,1,0,0,0,0,0,0,0,0,0,0,0,5,12,1,5,0,7,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"35,686",80,"35,766",,,
India,192,685,113,"20,215","79,793","89,238",0,0,786,"10,625",3,511,511,0,0,17,0,0,0,"12,154",751,0,65,241,0,733,66,1,"40,246",0,0,0,73,0,36,"24,303",114,"2,855","1,485",631,26,0,0,"2,276","2,167",297,7,0,0,0,0,0,0,0,0,0,0,138,252,52,42,2,"2,699",12,2,0,0,682,106,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,"295,219",1,"295,220",,,
