Fiscal Year 2004,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Cote d'Ivoire ,30,45,5,7,"1,902",77,0,0,15,2,0,0,0,0,0,0,0,0,0,282,11,0,44,75,1,105,9,0,36,0,0,0,0,0,1,19,5,52,12,23,5,14,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,"2,803",0,"2,803",,,
Djibouti,18,36,0,32,138,22,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,8,27,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,294,,,
Egypt,163,"2,807",19,149,"12,040",78,0,0,13,409,0,22,19,0,0,24,0,0,0,278,80,0,41,53,0,137,6,0,293,0,0,1,1,0,1,310,35,776,244,61,6,84,14,85,82,4,0,0,0,0,0,0,0,0,0,0,0,12,10,6,0,0,34,0,2,0,0,96,29,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,9,6,"18,562",0,"18,562",,,
Equatorial Guinea,28,159,8,24,105,12,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,0,13,48,0,15,1,0,2,0,0,0,0,0,0,0,2,3,2,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,506,,,
Eritrea,6,14,2,74,"1,363",59,0,0,2,0,0,0,1,0,0,0,0,0,0,43,7,0,3,10,0,30,1,0,2,0,0,0,0,0,0,3,0,22,0,15,3,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,"1,721",0,"1,721",,,
Ethiopia,31,70,12,112,"3,365",761,0,0,143,1,0,8,240,0,1,6,0,0,0,358,22,0,30,34,0,243,12,0,31,0,0,0,0,0,1,21,6,110,19,89,4,204,31,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,47,0,"6,077",0,"6,077",,,
Gabon,22,97,67,2,483,18,0,0,2,0,0,2,1,0,0,0,0,0,0,108,1,0,11,12,0,16,0,0,4,0,0,0,0,0,0,1,7,12,3,1,0,0,0,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,0,888,,,
"Gambia, The",14,52,2,115,"1,345",332,0,0,15,0,0,0,5,0,0,0,0,0,0,155,9,0,9,31,0,43,0,0,5,0,0,0,0,0,0,3,3,15,0,5,1,11,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,"2,188",0,"2,188",,,
Ghana,22,299,12,42,"16,489",140,0,0,25,228,0,0,2,0,0,0,0,0,0,"1,051",218,0,37,31,0,158,7,0,185,0,0,0,79,0,2,71,40,865,56,185,18,127,44,8,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,131,0,1,0,0,131,33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,24,131,13,"20,951",0,"20,951",,,
Guinea,21,81,5,13,"2,997",283,0,0,9,3,0,0,0,0,0,1,0,0,0,82,10,0,33,51,0,24,1,0,9,0,0,0,0,0,0,1,3,34,0,15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"3,751",0,"3,751",,,
Guinea-Bissau,13,6,0,2,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,41,0,13,0,0,1,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,162,,,
Kenya,51,188,18,81,"9,092",62,0,0,25,42,0,0,6,0,0,1,0,0,0,"2,077",190,0,27,132,0,272,15,0,318,0,0,0,1,0,0,105,7,384,57,37,3,39,12,14,22,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,35,0,17,0,4,0,0,100,35,0,0,0,0,4,0,0,1,0,0,0,0,0,0,5,21,0,"13,528",0,"13,528",,,
Lesotho,7,50,2,16,103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,16,0,1,3,0,0,0,0,0,4,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,243,,,
Liberia,26,213,6,1,965,17,0,0,1,6,0,0,0,0,0,0,0,0,0,73,6,0,2,2,0,36,0,0,5,0,0,0,0,0,0,1,1,14,2,21,6,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,"1,483",0,"1,483",,,
Libya,26,13,0,10,134,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,88,48,0,6,0,0,1,0,0,0,0,0,0,2,0,1,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,405,0,405,,,
Madagascar,37,81,1,42,287,99,0,0,25,0,0,12,227,0,0,0,0,0,0,31,1,0,37,71,0,74,2,0,6,0,0,0,0,0,0,3,6,56,1,1,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,154",0,"1,154",,,
Malawi,22,57,2,2,621,80,0,0,0,2,0,0,0,0,0,0,0,0,0,58,15,0,9,63,0,41,1,0,12,0,0,0,0,0,0,5,9,73,8,3,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,109",0,"1,109",,,
Mali,19,35,2,269,"1,117",678,0,0,26,0,0,1,0,0,0,0,0,0,0,261,10,0,21,88,0,80,1,0,7,0,0,0,0,0,0,4,6,62,7,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,746",0,"2,746",,,
Mauritania,20,135,3,4,258,99,0,0,1,1,0,0,0,0,0,0,0,0,0,35,0,0,26,46,0,34,1,0,4,0,0,0,0,0,0,2,1,8,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,700,0,700,,,
Mauritius,7,30,0,15,"1,054",108,0,0,11,192,0,1,5,0,0,0,0,0,0,69,1,0,6,17,0,43,4,0,24,0,0,0,0,0,0,4,5,34,6,2,0,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,655",0,"1,655",,,
Morocco,34,797,40,85,"8,490",77,0,0,13,240,0,3,63,0,0,8,0,0,0,453,9,0,35,321,0,66,20,0,144,0,0,0,7,0,0,42,63,470,38,239,1,225,14,24,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,12,4,51,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,25,0,"12,194",0,"12,194",,,
Mozambique,40,84,10,5,418,10,0,0,17,1,0,5,0,0,0,0,0,0,0,51,13,0,14,64,0,30,1,0,6,0,0,0,0,0,0,0,4,38,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,856,,,
Namibia,29,79,0,3,514,29,0,0,3,16,0,0,0,0,0,0,0,0,0,23,4,0,7,40,0,17,0,0,4,0,0,3,0,0,0,5,2,100,5,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,901,,,
Niger,24,62,4,230,282,201,0,0,4,0,0,0,0,0,0,0,0,0,0,191,3,0,16,54,0,53,0,0,11,0,0,0,0,0,0,3,0,20,9,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,175",0,"1,175",,,
Nigeria,122,448,7,147,"37,096",896,0,0,51,17,0,3,10,0,0,3,0,0,0,"1,957",117,0,88,198,2,160,4,0,409,0,0,0,0,0,4,259,60,517,111,432,40,315,97,163,276,9,0,0,0,0,0,0,0,0,0,0,0,6,0,9,14,0,14,0,0,0,0,238,68,0,0,0,0,6,0,0,0,0,0,0,0,0,0,86,185,9,"44,653",0,"44,653",,,
Rwanda,5,103,1,0,654,9,0,0,12,0,2,1,0,0,0,0,0,0,0,68,1,0,3,5,0,16,3,0,2,0,0,0,0,0,0,0,0,28,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,948,0,948,,,
Sao Tome and Principe,5,27,0,1,27,7,0,0,1,1,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,,,
Senegal,70,168,4,33,"3,764",175,0,0,36,8,0,0,6,0,0,0,0,0,0,209,13,0,27,110,0,174,6,0,65,0,0,0,0,0,0,30,27,98,17,26,0,20,12,6,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,29,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,"5,199",0,"5,199",,,
Seychelles,0,10,0,12,93,8,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,5,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,,,
Sierra Leone,9,28,6,11,"1,179",92,0,0,2,15,0,1,0,0,0,0,0,0,0,58,13,0,18,45,0,50,2,0,17,0,0,0,0,0,0,3,2,27,0,45,12,20,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,"1,685",0,"1,685",,,
Somalia,0,0,1,4,84,6,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,10,15,0,0,0,0,0,0,0,0,0,0,0,3,0,13,1,19,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,181,0,181,,,
South Africa,98,687,9,456,"36,318","3,767",0,0,287,"2,925",0,151,3,0,0,10,0,0,0,607,45,0,29,253,0,171,7,0,992,0,0,"1,326","1,733",0,32,778,66,"3,526",171,71,5,19,6,904,547,18,0,0,0,2,0,0,0,0,0,0,0,64,21,10,89,0,113,13,99,0,0,138,63,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,"56,634",0,"56,634",,,
Sudan,36,31,9,145,401,591,0,0,1,0,0,1,7,0,0,0,0,0,0,56,10,0,29,49,2,97,0,0,11,0,0,0,0,0,0,11,1,8,1,7,0,27,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,3,"1,555",0,"1,555",,,
Swaziland,17,63,2,2,137,14,0,0,0,3,0,0,0,0,0,0,0,0,0,32,5,0,12,25,0,6,1,0,2,0,0,0,0,0,0,0,2,33,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,365,,,
Tanzania,43,106,1,46,"2,470",273,0,0,51,0,1,1,18,0,0,0,0,0,0,450,20,0,48,119,0,134,9,0,53,0,0,0,0,0,0,23,8,157,17,7,0,6,0,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"4,120",0,"4,120",,,
Togo,23,24,2,3,"1,115",60,0,0,18,0,0,0,2,0,0,0,0,0,0,342,11,0,15,36,0,45,2,0,6,0,0,0,0,0,0,2,1,29,4,9,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,"1,795",0,"1,795",,,
Tunisia,28,355,0,68,"1,633",165,0,0,8,47,0,0,8,0,0,0,0,0,0,86,3,0,23,37,0,60,4,0,39,0,0,0,2,0,1,21,10,233,14,7,0,10,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2,874",0,"2,874",,,
Uganda,16,205,2,107,"2,541",166,0,0,33,1,0,8,12,0,0,0,0,0,0,304,14,0,31,80,0,120,5,0,32,0,0,0,0,0,0,14,2,205,22,18,1,9,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,62,1,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,"4,085",0,"4,085",,,
Zambia,15,126,3,16,"1,570",51,0,0,37,6,0,16,0,0,0,0,0,0,0,237,37,0,26,56,0,123,2,0,24,0,0,0,2,0,0,20,7,113,11,5,0,1,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2,564",0,"2,564",,,
Zimbabwe,36,3,1,25,"2,791",48,0,0,48,53,0,2,20,0,0,1,0,0,0,417,33,0,31,78,0,151,6,0,94,0,0,0,4,0,1,63,0,153,53,8,1,2,0,77,55,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,12,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"4,298",0,"4,298",,,
Totals for Africa,"1,623","8,977",297,"4,264","166,460","13,225",0,0,"1,127","4,318",3,323,714,0,2,64,0,0,0,"12,205",997,0,"1,191","3,425",16,"3,498",154,0,"3,045",0,0,"1,330","1,836",0,44,"1,939",489,"8,828","1,001","1,519",130,"1,311",276,"1,444","1,231",96,0,0,0,2,0,0,0,0,0,4,1,107,37,30,362,0,557,23,186,0,0,969,298,0,0,0,0,42,0,0,1,0,0,0,0,0,0,238,592,61,"250,912",0,"250,912",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,23,128,6,5,723,104,0,0,6,0,0,0,0,0,0,0,0,0,0,42,1,0,12,19,0,41,2,0,5,0,0,0,0,0,0,1,0,186,2,127,3,58,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,"1,539",0,"1,539",,,
Bahrain,5,273,0,5,"1,015",1,0,0,0,5,0,0,2,0,0,0,0,0,0,138,22,0,0,18,0,3,0,0,17,0,0,0,0,0,0,7,4,72,17,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,610",0,"1,610",,,
Bangladesh,14,304,5,408,"2,162","2,729",0,0,30,173,0,6,257,0,0,6,0,0,0,366,97,0,51,91,0,248,10,0,384,0,0,0,0,0,0,285,18,154,79,9,0,231,37,26,44,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,51,0,0,0,0,8,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,195,60,159,"8,720",0,"8,720",,,
Bhutan,7,22,0,1,156,32,0,0,3,0,0,3,0,0,0,0,0,0,0,50,3,0,25,21,24,19,4,0,1,0,0,0,0,0,0,0,0,34,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,438,,,
Brunei,2,46,0,1,51,2,0,0,2,10,0,11,0,0,0,0,0,0,0,5,0,0,12,17,0,8,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,181,,,
Burma,55,11,0,201,264,572,0,0,370,0,0,0,"1,722",0,0,0,0,0,0,219,10,0,21,26,0,85,3,0,33,0,0,0,0,0,0,19,1,33,6,28,0,22,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,9,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,"3,764",0,"3,764",,,
Cambodia,23,29,0,11,"3,422",63,0,0,10,0,0,0,0,0,2,0,0,0,0,274,11,0,37,38,0,14,3,0,2,0,0,0,0,0,0,5,1,71,17,626,122,144,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,"5,080",0,"5,080",,,
China - mainland,418,"1,542",3,"2,013","174,050","18,298",0,0,"6,900",9,0,539,"8,370",0,6,18,0,0,0,"18,089","3,138",0,128,491,0,398,19,0,"6,583",0,2,5,3,0,134,"3,632",430,"7,310","2,149","1,565",246,832,262,"1,192","1,114",248,0,0,0,1,0,0,0,0,0,0,0,83,14,48,569,0,414,5,37,0,0,62,11,0,0,0,0,52,0,3,4,0,0,0,0,0,0,837,663,24,"262,963",0,"262,963",,,
China - Taiwan,0,3,0,33,"162,784",176,0,0,937,"1,876",0,4,1,0,"1,498",325,0,0,0,"14,224",656,0,0,0,0,25,0,0,"2,662",0,0,0,7,0,17,845,240,"1,899",573,61,2,17,0,267,344,44,1,0,0,0,0,0,0,0,0,0,0,19,77,1,8,0,37,1,0,0,0,145,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,4,0,"189,854",0,"189,854",,,
Hong Kong S.A.R.,0,0,0,30,"26,498",30,0,0,177,278,0,0,0,0,0,0,0,0,0,"1,672",24,0,2,1,0,19,0,0,343,0,0,0,0,0,1,62,78,678,35,46,14,14,4,80,56,11,0,0,0,0,0,0,0,0,0,0,0,10,76,0,29,0,30,0,24,0,0,10,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,3,4,"30,365",0,"30,365",,,
India,174,"1,657",55,"4,262","184,777","5,878",0,0,458,"21,412",0,512,714,0,1,21,0,0,0,"18,309","1,258",0,72,326,0,"1,008",42,0,"63,737",0,1,1,38,0,141,"40,394",116,"3,445","1,393",839,22,751,71,"20,648","13,033",129,2,0,0,0,0,0,0,0,0,0,0,143,98,61,9,4,"1,455",8,2,0,0,947,202,0,0,0,0,120,0,23,38,0,0,0,0,0,0,326,78,187,"389,398",0,"389,398",,,
