Fiscal Year 1997,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Indonesia,203,553,242,807,"56,224","1,398",103,0,139,"5,001",0,29,38,0,0,3,0,0,0,"10,461",396,0,166,108,0,80,37,0,295,0,0,0,3,0,9,92,182,653,279,44,3,0,0,121,237,154,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"78,083",130,"78,213",,,
Iran,3,2,3,551,"2,471","16,152",0,0,84,36,0,0,12,0,0,8,0,0,0,365,83,0,158,117,0,215,6,0,164,0,0,0,0,0,0,139,5,114,79,309,17,0,0,30,14,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,4,1,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"21,164",0,"21,164",,,
Iraq,4,2,0,77,607,"1,243",0,0,23,1,0,1,2,0,0,1,0,0,0,36,4,0,68,44,0,32,0,0,81,0,0,0,0,0,0,121,0,10,10,77,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,467",0,"2,467",,,
Israel,348,"1,374",2,114,"114,705","2,024",551,0,66,107,0,101,776,0,740,7,0,0,0,"1,806",142,0,23,15,0,28,0,0,842,0,0,0,1,0,40,912,48,"1,821","1,138",32,0,0,0,451,680,30,3,0,0,0,0,0,0,0,0,0,0,45,5,17,100,2,4,2,0,0,0,46,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"129,180",400,"129,580",,,
Japan,385,"8,871",24,"1,146","7,726",884,26,0,14,"5,679",0,"2,697",9,0,"3,330","10,041",0,0,0,"35,157","1,118",0,69,27,0,278,1,0,"2,929",0,0,0,758,0,476,"1,462","1,927","7,344","3,955",305,10,0,0,"7,136","9,799","1,182",13,0,0,1,0,0,0,0,0,0,0,139,43,25,232,0,353,7,43,0,0,176,79,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"115,880",213,"116,093",,,
Jordan,82,909,1,145,"10,027","1,617",73,0,42,189,0,0,384,0,0,1,0,0,0,660,84,0,8,31,1,48,1,0,247,0,0,0,0,0,0,134,13,250,124,71,0,0,0,11,26,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"15,197",226,"15,423",,,
"Korea, North",0,0,0,62,10,"1,517",0,0,7,1,0,0,0,0,0,0,0,0,0,31,2,0,0,0,109,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,745",0,"1,745",,,
"Korea, South",344,"2,204",9,775,"542,078","6,438","3,405",0,198,"3,499",2,58,7,0,"1,142",957,0,0,0,"36,188","5,198",0,55,42,4,138,1,0,900,0,0,0,127,0,24,859,635,"3,886","5,137",198,3,0,0,"1,093","1,834",343,24,0,0,0,0,0,0,0,0,0,0,39,77,12,143,6,193,0,0,0,0,154,77,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"618,510",501,"619,011",,,
Kuwait,62,588,0,5,"10,781",42,8,0,5,5,0,0,52,0,0,0,0,0,0,"1,051",285,0,11,31,0,2,0,0,15,0,0,0,0,0,3,6,0,44,18,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,027",11,"13,038",,,
Laos,18,34,1,54,10,601,0,0,6,0,0,17,0,0,0,0,0,0,0,62,3,0,27,34,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,016",3,"1,019",,,
Lebanon,17,199,4,352,"10,520","2,409",49,0,58,17,0,0,73,0,1,0,0,0,0,529,19,0,6,47,0,44,3,0,208,0,0,0,0,0,4,46,33,314,54,118,2,0,0,22,24,12,0,0,0,0,0,0,0,0,0,0,0,14,32,0,27,0,45,0,0,0,0,4,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,"15,326",818,"16,144",,,
Malaysia,136,643,20,226,"53,394","3,910",0,0,131,"2,335",0,46,73,0,1,6,0,0,0,"4,026",364,0,17,25,0,56,3,0,534,0,0,0,12,0,56,134,104,792,360,19,1,0,0,225,234,25,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,0,0,0,0,19,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"67,941",0,"67,941",,,
Maldives,2,9,1,9,15,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,5,20,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,,,
Mongolia,19,49,4,355,122,284,0,0,17,0,0,3,0,0,0,4,0,0,0,536,126,0,22,62,0,20,0,0,7,0,0,0,0,0,0,8,0,191,44,2,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,908",1,"1,909",,,
Nepal,5,100,6,928,614,"2,009",0,0,236,2,0,9,43,0,0,0,0,0,0,920,105,0,16,88,0,85,6,0,68,0,0,0,2,0,0,66,4,148,55,9,0,0,0,5,6,47,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,663",46,"5,709",,,
Oman,43,112,3,8,378,"1,254",0,0,3,32,0,0,11,0,0,0,0,0,0,254,37,0,7,12,0,3,0,0,3,0,0,0,0,0,0,1,0,228,51,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,442",0,"2,442",,,
Pakistan,73,730,29,695,"20,772","18,546",0,0,150,799,0,75,51,0,68,35,0,0,0,"1,818",156,0,62,73,0,283,13,0,"1,144",0,0,0,0,0,2,932,25,"1,010",626,98,0,0,0,83,190,17,1,0,0,0,0,0,0,0,0,1,0,15,10,7,3,0,65,0,0,0,0,30,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"48,694",1,"48,695",,,
Palestinian Authority Travel Document,0,0,0,123,"2,181",481,1,0,4,0,0,0,0,0,0,0,0,0,0,149,34,0,0,1,0,3,0,0,14,0,0,0,0,0,0,14,0,91,42,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,148",11,"3,159",,,
Philippines,68,"1,103",492,"8,448","74,805","11,402","5,868",0,705,"28,079",2,18,341,0,53,83,0,0,0,697,51,0,160,35,0,540,367,32,"2,653",0,0,0,865,0,31,"1,766",58,871,184,"1,783",198,0,0,391,288,38,0,0,0,0,0,0,0,1,0,1,0,17,55,1,32,1,109,2,0,0,0,213,47,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"142,959","2,084","145,043",,,
Qatar,93,169,1,3,"2,024",17,0,0,0,1,0,0,6,0,0,0,0,0,0,262,82,0,21,20,0,0,0,0,1,0,0,0,0,0,0,1,0,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,784",0,"2,784",,,
Saudi Arabia,565,"3,129",8,57,"38,725",391,0,0,274,19,1,0,724,0,0,0,0,0,0,"3,529","2,111",0,30,87,0,29,1,0,18,0,0,0,0,0,11,50,11,341,671,1,0,0,0,77,223,277,61,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,425",18,"51,443",,,
Singapore,23,"1,887",1,62,"55,933",423,0,0,39,"1,760",0,15,19,0,1,3,0,0,0,"1,376",67,0,13,46,0,24,0,0,358,0,0,0,0,0,11,115,29,381,137,10,1,0,0,166,180,39,8,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,2,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,159",0,"63,159",,,
Sri Lanka,13,186,69,973,"2,918","2,811",0,0,114,281,1,1,10,0,0,1,0,0,0,552,39,0,34,23,0,94,51,0,224,0,0,0,1,0,1,120,0,133,54,9,0,0,0,10,8,8,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,7,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,772",6,"8,778",,,
Syria,29,39,5,251,"6,874","1,152",8,0,28,15,0,1,150,0,0,0,0,0,0,224,24,0,28,23,0,56,2,0,185,0,0,0,0,0,2,104,1,181,84,84,0,0,0,6,10,12,1,0,0,0,0,0,0,0,0,0,0,4,11,2,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,613",301,"9,914",,,
Thailand,78,776,51,329,"53,217","1,094",58,0,226,"1,722",0,39,18,0,92,103,0,0,0,"5,980",74,0,16,39,0,45,20,0,142,0,0,0,2,0,7,42,59,"1,616",202,218,16,0,0,36,48,28,4,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,9,4,0,0,0,207,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"66,639",35,"66,674",,,
United Arab Emirates,67,611,27,7,"6,569",954,2,0,1,1,0,0,34,0,0,0,0,0,0,"2,069",311,0,5,10,0,5,0,0,0,0,0,0,0,0,0,1,0,42,22,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,741",0,"10,741",,,
Vietnam,87,161,0,"2,384",347,"1,792",2,0,93,0,0,26,0,0,1,1,0,0,0,"1,153",24,0,38,137,0,32,1,0,11,0,0,0,0,0,1,6,6,302,51,745,63,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"7,535","1,004","8,539",,,
Yemen,56,43,6,183,"1,683",861,1,0,12,3,0,0,5,0,0,0,0,0,0,275,58,0,29,52,0,10,0,0,6,0,0,0,0,0,0,11,1,38,24,4,0,0,0,3,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,390",29,"3,419",,,
Totals for Asia,"3,504","26,211","1,140","181,742","1,466,490","217,811","10,800",0,"12,805","62,666",19,"4,400","7,235",0,"6,206","11,477",0,0,0,"148,764","16,564",0,"1,355","2,153",118,"3,407",639,42,"47,726",0,0,3,"3,073",0,809,"27,725","3,709","30,170","18,408","5,851",374,0,0,"14,898","18,780","2,846",133,0,0,2,0,0,0,1,0,5,0,450,596,154,"1,051",14,"3,838",47,182,0,0,"1,904",361,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,"2,368,770","20,914","2,389,684",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,17,105,2,15,"1,515",323,1,0,13,1,0,0,1,0,0,0,0,0,0,191,13,0,13,7,0,5,0,0,13,0,0,0,9,0,0,18,13,210,20,29,0,0,0,4,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,558",58,"2,616",,,
Andorra,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,,,
Armenia,39,33,0,689,169,"3,667",0,0,50,1,0,0,0,0,0,0,0,0,0,67,6,0,9,41,0,20,0,0,47,0,0,0,0,0,0,87,6,266,52,7,1,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,38,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,358",39,"5,397",,,
Austria,39,153,3,99,804,"1,385",83,0,3,"1,159",0,2,8,0,69,82,0,0,0,"1,023",19,0,8,31,1,66,3,0,220,0,0,0,61,0,16,84,112,"1,613",113,22,1,0,0,216,143,75,4,0,0,1,0,0,0,0,0,0,0,61,1,7,345,0,29,0,1,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"8,187",16,"8,203",,,
Azerbaijan,36,54,17,192,242,592,0,0,4,8,0,0,8,0,0,0,0,0,0,95,4,0,14,7,0,8,0,0,8,0,0,0,0,0,0,7,19,131,16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,473",9,"1,482",,,
Belarus,33,113,0,865,663,"2,528",0,0,43,24,0,0,2,0,0,0,0,0,0,164,17,0,33,57,0,51,0,0,74,0,0,0,3,0,1,86,2,612,53,47,22,0,0,11,27,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,0,18,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,584",59,"5,643",,,
Belgium,60,160,6,78,723,97,25,0,12,331,0,1,502,0,44,104,0,0,0,666,14,0,28,26,1,151,3,0,286,0,0,0,83,0,14,152,98,"1,141",126,15,0,0,0,278,333,101,0,0,0,360,0,11,0,1,0,0,0,27,1,5,96,7,3,3,0,0,0,12,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"6,193",43,"6,236",,,
Bosnia and Herzegovina,21,97,0,48,"1,070",823,1,0,10,8,0,0,4,0,32,0,0,0,0,172,0,0,6,46,0,5,1,0,21,0,0,0,0,0,0,8,6,258,7,6,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,657",236,"2,893",,,
Bulgaria,44,207,1,63,"3,208","4,378",10,0,399,758,1,11,5,0,1,5,0,0,0,"1,568",106,0,34,41,0,69,5,0,274,0,0,0,2,0,3,228,58,792,109,26,0,0,0,36,49,8,0,0,0,1,0,0,0,0,0,0,0,15,4,10,36,0,0,12,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"12,583",374,"12,957",,,
Croatia,45,155,0,103,"7,447","3,784",11,0,118,"3,577",0,0,43,0,20,3,0,0,0,544,10,0,21,44,0,18,0,0,168,0,0,0,4,0,2,70,79,635,56,8,2,0,0,12,22,3,0,0,0,0,0,0,0,0,0,0,0,7,0,10,6,1,0,2,0,0,0,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"17,057",246,"17,303",,,
Cyprus,23,14,0,10,"3,750","1,434",0,0,6,24,0,0,2,0,0,0,0,0,0,881,15,0,23,2,0,10,0,0,65,0,0,0,1,0,0,13,7,546,10,1,0,0,0,4,0,24,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,872",0,"6,872",,,
Czech Republic,70,247,7,71,"10,794","31,303",62,0,96,160,0,3,137,0,0,6,0,0,0,561,20,0,30,50,0,23,1,0,85,0,0,0,11,0,2,61,79,"2,163",142,14,0,0,0,31,47,6,1,0,0,0,0,0,0,0,0,0,0,13,0,2,239,0,6,12,1,0,0,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"46,575",101,"46,676",,,
Denmark,50,112,12,181,"2,917",986,73,0,10,"1,543",0,1,17,0,123,9,0,0,0,779,28,0,14,164,1,132,8,0,251,0,0,3,28,0,17,145,115,"2,037",214,11,0,0,0,264,255,49,0,0,0,165,0,2,2,1,2,0,0,35,0,5,24,0,0,0,1,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,820",10,"10,830",,,
Estonia,22,69,4,34,"3,511",665,6,0,114,71,0,0,0,0,2,0,0,0,0,130,17,0,6,9,0,13,2,0,24,0,0,0,1,0,0,17,19,331,27,8,3,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,188",26,"5,214",,,
Finland,45,138,8,62,535,195,33,0,4,427,0,0,16,0,83,74,0,0,0,486,28,0,30,76,0,51,3,0,153,0,0,0,22,0,8,98,72,"1,839",194,23,0,0,0,282,417,27,2,0,0,0,0,0,0,0,0,0,0,27,2,6,58,0,16,8,0,0,0,21,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,578",7,"5,585",,,
France,330,"2,313",18,510,"2,238",785,6,0,34,"5,272",0,30,55,0,199,883,0,0,0,"4,741",106,0,68,229,9,642,9,0,"1,894",0,0,1,32,0,80,805,335,"9,910",693,99,1,0,0,"1,516","2,156",264,14,0,0,14,0,7,2,4,0,0,0,193,65,55,530,1,59,8,243,0,0,62,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"37,530",200,"37,730",,,
Georgia,21,195,0,163,504,"1,816",0,0,11,130,0,1,9,0,0,0,0,0,0,213,13,0,13,16,0,18,1,0,28,0,0,0,2,0,0,21,18,327,38,3,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,8,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,597",18,"3,615",,,
Germany,219,"1,141",8,328,"17,154",809,447,0,29,"5,364",1,397,64,0,764,"1,661",0,0,0,"8,354",112,0,73,172,2,277,2,0,"2,088",0,0,0,109,0,122,767,914,"22,192","1,245",178,16,0,0,"2,439","2,268",540,8,0,1,"1,163",3,28,127,87,0,1,0,220,27,17,509,6,25,2,132,0,0,105,22,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,"72,751",117,"72,868",,,
Great Britain and Northern Ireland,175,"2,926",10,"1,176","141,356","24,722",3,0,255,"11,984",0,143,118,0,406,"2,160",0,0,0,"6,242",128,0,57,100,4,516,10,1,"6,927",0,0,20,298,0,115,"3,816","1,532","19,310",851,537,30,0,0,"5,841","5,651",311,7,0,0,436,0,17,0,20,1,3,0,843,560,105,"3,444",24,215,19,179,0,0,225,46,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,"243,892",29,"243,921",,,
Greece,81,281,1,130,"31,704","5,820",130,0,73,"3,660",0,5,432,0,4,1,0,0,0,"1,284",15,0,22,41,1,22,0,0,271,0,0,0,64,0,0,39,117,586,86,25,2,0,0,31,28,46,1,0,1,300,0,5,1,0,0,0,0,22,2,2,104,15,87,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,548",61,"45,609",,,
Hungary,28,186,3,107,"31,808","6,190",63,0,"1,026",10,0,21,709,0,0,1,0,0,0,713,33,0,25,89,0,57,1,0,217,0,0,0,3,0,9,139,113,"1,612",313,18,1,0,0,45,46,14,0,0,0,0,0,1,0,0,1,0,0,17,0,4,168,0,59,9,2,0,0,39,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"43,913",138,"44,051",,,
Iceland,13,11,0,0,953,19,1,0,0,272,0,0,40,0,0,0,0,0,0,179,64,0,4,1,0,16,1,0,40,0,0,0,0,0,1,31,4,216,82,3,0,0,0,17,29,54,26,0,0,0,0,0,0,0,0,0,0,9,1,5,12,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,111",0,"2,111",,,
Ireland,33,128,2,102,"1,697",109,0,0,2,674,0,1,27,0,16,44,0,0,0,463,6,0,19,16,2,51,3,0,512,0,0,10,55,0,50,124,63,"8,275",232,42,1,0,0,500,374,57,0,0,0,1,0,0,0,0,0,0,0,54,39,14,588,3,82,0,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,573",0,"14,573",,,
Italy,54,586,4,79,"4,382",351,230,0,51,"3,618",0,3,83,0,278,416,0,0,0,"3,558",41,0,49,81,5,251,5,0,806,0,0,1,21,0,36,235,196,"3,334",408,49,0,0,0,518,385,212,2,0,0,326,0,185,0,0,0,0,0,177,47,11,216,1,50,5,71,0,0,97,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"21,530",135,"21,665",,,
Kazakhstan,35,362,14,935,172,875,0,0,30,3,0,4,1,0,0,1,0,0,0,417,17,0,25,37,0,32,0,0,22,0,0,0,0,0,0,35,8,608,57,28,11,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,770",35,"3,805",,,
Kyrgyzstan,9,136,26,220,163,409,0,0,3,0,0,3,0,0,0,0,0,0,0,91,0,0,13,50,0,12,0,0,2,0,0,0,0,0,0,4,0,242,13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,439",7,"1,446",,,
Latvia,8,161,0,88,"2,279","1,213",3,0,26,316,0,0,12,0,3,1,0,0,0,132,8,0,11,30,0,11,3,0,20,0,0,0,10,0,0,40,15,346,29,12,3,0,0,10,7,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,811",37,"4,848",,,
Liechtenstein,0,1,0,3,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,88,,,
Lithuania,27,189,1,28,"4,514",626,5,0,14,419,0,2,2,0,0,0,0,0,0,182,13,0,8,10,0,13,0,0,36,0,0,0,0,0,0,38,12,700,28,23,14,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,925",29,"6,954",,,
Luxembourg,2,12,0,0,211,4,1,0,0,17,0,0,4,0,0,8,0,0,0,44,0,0,8,4,0,3,0,0,13,0,0,0,0,0,0,2,0,51,1,0,0,0,0,9,10,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,413,,,
Macedonia,23,189,0,25,"2,487",593,3,0,167,0,0,2,90,0,0,0,0,0,0,219,5,0,18,37,0,1,0,0,17,0,0,0,6,0,0,7,11,447,25,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,393",89,"4,482",,,
Malta,6,15,0,2,"4,987",21,0,0,1,13,0,0,0,0,0,3,0,0,0,18,0,0,12,8,0,4,0,0,4,0,0,0,0,0,0,6,1,50,14,2,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,184",0,"5,184",,,
Moldova,29,61,0,315,90,440,0,0,21,3,0,1,2,0,0,0,0,0,0,79,0,0,16,32,0,10,1,0,11,0,0,0,1,0,0,13,0,374,14,10,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,550",36,"1,586",,,
Monaco,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,,,
Netherlands,100,151,5,93,"2,634",259,214,0,9,"3,944",0,0,34,0,95,218,0,0,0,"1,374",34,0,34,96,4,157,4,0,776,0,0,3,79,0,45,275,168,"3,189",192,63,5,0,0,743,747,308,1,0,4,261,0,12,0,2,0,0,0,57,12,8,171,26,38,2,3,0,0,48,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"16,710",63,"16,773",,,
Norway,44,164,6,180,569,471,35,0,10,"1,850",0,0,29,0,180,116,0,0,0,"1,207",44,0,11,3,0,63,0,1,217,0,0,0,14,0,8,78,93,"1,866",354,20,2,0,0,174,220,59,16,0,0,226,0,3,2,1,0,0,0,14,0,1,24,1,17,0,138,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"8,541",5,"8,546",,,
Poland,99,513,5,328,"67,894","5,959",357,0,171,"4,413",0,23,27,0,2,26,0,0,0,"1,042",34,0,14,128,0,85,2,0,613,0,0,29,15,0,33,466,215,"3,084",408,135,18,0,0,114,120,8,0,0,0,2,0,0,0,0,0,0,0,40,4,6,305,0,165,11,25,0,0,102,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"87,045","1,232","88,277",,,
