Fiscal Year 1999,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Chad,17,75,1,37,145,144,0,0,15,0,0,2,20,0,0,0,0,0,0,32,7,0,10,39,0,22,0,0,4,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,591,,,
Comoros,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43,,,
"Congo, Dem. Rep. of the (Congo Kinshasa)",13,33,0,11,420,62,0,0,6,0,0,0,31,0,0,0,0,0,0,71,4,0,11,50,0,36,0,0,1,0,0,0,0,0,0,4,0,18,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,791,,,
"Congo, Rep. of the (Congo Brazzaville)",28,107,2,40,"1,513",326,0,0,35,0,0,6,0,0,0,2,0,0,0,163,15,0,6,58,0,104,1,0,9,0,0,0,0,0,0,6,0,43,10,4,0,0,0,5,11,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,34,0,0,0,0,14,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"2,566",0,"2,566",,,
Cote d'Ivoire ,69,144,9,226,"2,629",443,0,0,34,0,0,8,50,0,0,0,0,0,0,246,3,0,39,95,1,142,19,0,19,0,0,0,0,0,0,18,13,81,7,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,82,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,393",0,"4,393",,,
Djibouti,22,33,6,30,75,348,0,0,3,0,0,1,0,0,0,0,0,0,0,11,2,0,2,13,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,569,,,
Egypt,239,"2,592",40,536,"33,649",948,0,0,231,306,0,75,69,0,0,15,0,0,0,936,150,0,65,63,0,116,8,0,341,0,0,0,3,0,7,306,63,"1,629",568,34,2,0,0,61,64,51,2,0,0,0,0,0,0,0,0,0,0,11,1,6,57,0,52,2,0,0,0,88,92,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"43,486",0,"43,486",,,
Equatorial Guinea,29,23,1,27,34,27,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,46,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,234,,,
Eritrea,6,36,15,458,572,714,0,0,10,0,0,0,0,0,0,0,0,0,0,61,2,0,2,7,0,16,1,0,1,0,0,0,0,0,0,1,0,43,5,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,963",0,"1,963",,,
Ethiopia,15,38,15,812,"2,880","1,858",0,0,91,2,1,3,124,0,0,0,0,0,0,285,29,0,17,52,0,186,22,0,31,0,0,0,2,0,0,13,0,117,21,31,5,0,0,6,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,3,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,702",0,"6,702",,,
Gabon,56,52,2,6,847,98,0,0,1,1,0,0,3,0,0,0,0,0,0,86,2,0,23,58,0,15,2,0,6,0,0,0,0,0,0,4,1,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,282",0,"1,282",,,
"Gambia, The",19,82,4,18,"1,519",94,0,0,5,0,0,6,0,0,0,0,0,0,0,160,4,0,14,11,1,40,2,0,7,0,0,0,0,0,0,9,1,7,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,012",0,"2,012",,,
Ghana,36,236,6,494,"14,058","1,624",0,0,55,244,2,41,0,0,0,0,0,0,0,583,53,0,47,83,0,168,17,0,85,0,0,0,3,0,2,45,19,468,41,85,15,0,0,7,3,13,1,0,0,0,0,0,0,0,0,0,0,8,1,7,6,0,62,0,0,0,0,47,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"18,690",0,"18,690",,,
Guinea,30,89,4,50,"2,482",215,0,0,8,27,0,0,20,0,0,0,0,0,0,175,0,0,40,91,0,25,2,0,2,0,0,0,1,0,0,0,0,79,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,456",0,"3,456",,,
Guinea-Bissau,3,11,2,2,86,10,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,5,15,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,153,,,
Kenya,80,156,31,172,"6,654",601,0,0,11,8,1,2,0,0,0,0,0,0,0,"2,329",134,0,60,63,0,263,18,0,154,0,0,0,0,0,4,57,4,369,84,19,4,0,0,10,11,47,0,0,0,0,0,0,0,0,0,0,0,5,0,0,76,0,13,0,24,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,483",0,"11,483",,,
Lesotho,10,15,0,7,121,36,0,0,8,0,0,1,0,0,0,0,0,0,0,12,0,0,1,24,0,2,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,248,,,
Liberia,27,32,1,161,"1,338",839,0,0,9,2,1,0,0,0,0,0,0,0,0,132,12,0,11,27,0,41,1,0,5,0,0,0,0,0,0,8,3,15,1,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,692",0,"2,692",,,
Libya,2,0,0,25,69,167,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,72,52,0,10,0,0,6,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,436,,,
Madagascar,52,53,8,109,272,228,0,0,12,63,0,3,0,0,0,0,0,0,0,29,3,0,29,53,0,54,5,0,12,0,0,0,0,0,0,1,0,75,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,097",0,"1,097",,,
Malawi,8,46,0,4,581,40,0,0,2,0,0,4,1,0,0,0,0,0,0,189,13,0,17,59,0,27,5,0,5,0,0,0,0,0,0,4,0,66,14,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,101",0,"1,101",,,
Mali,16,59,0,169,"1,746",590,0,0,15,0,0,21,9,0,0,0,0,0,0,174,2,0,17,79,0,66,3,0,8,0,0,0,2,0,0,2,4,66,6,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,098",0,"3,098",,,
Mauritania,25,64,5,34,448,74,0,0,3,0,0,1,4,0,0,0,0,0,0,248,7,0,18,49,0,52,0,0,5,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"1,051",0,"1,051",,,
Mauritius,14,19,0,14,989,406,0,0,4,146,0,0,1,0,0,0,0,0,0,66,3,0,11,26,1,45,3,0,15,0,0,0,0,0,0,5,3,27,8,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,818",0,"1,818",,,
Morocco,49,350,42,566,"11,744","5,815",0,0,25,209,0,1,194,0,0,2,0,0,0,952,16,0,39,75,0,47,27,0,104,0,0,0,2,0,0,27,21,396,53,63,0,0,0,15,13,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,33,0,20,2,73,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"20,991",0,"20,991",,,
Mozambique,50,119,20,3,506,18,0,0,20,2,0,0,0,0,0,0,0,0,0,53,3,0,19,3,0,12,2,0,1,0,0,0,0,0,0,0,0,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,921,,,
Namibia,35,78,7,0,499,8,0,0,8,17,0,7,2,0,0,0,0,0,0,39,1,0,22,34,0,9,2,0,9,0,0,2,0,0,0,2,7,82,5,1,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,902,,,
Niger,30,22,10,474,143,204,0,0,20,1,0,1,14,0,0,0,0,0,0,181,3,0,11,60,0,28,2,0,6,0,0,0,0,0,0,1,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,240",0,"1,240",,,
Nigeria,211,216,12,858,"20,218","3,612",0,0,56,12,0,50,42,0,0,1,0,0,0,982,49,0,123,204,1,171,7,0,263,0,0,0,0,0,2,184,35,284,91,176,10,0,0,57,78,16,0,0,0,0,0,0,0,0,0,0,0,12,5,3,35,0,20,0,1,0,0,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,208",0,"28,208",,,
Rwanda,10,81,5,11,842,66,0,0,8,0,0,0,0,0,0,0,0,0,0,111,10,0,11,7,0,23,2,0,3,0,0,0,0,0,0,2,0,34,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"1,237",0,"1,237",,,
Sao Tome and Principe,1,4,0,2,49,1,0,0,1,0,0,2,0,0,0,0,0,0,0,6,4,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,,,
Senegal,40,141,8,170,"6,761",672,0,0,88,6,0,40,34,0,0,0,0,0,0,387,6,0,32,124,2,215,9,1,33,0,0,0,0,0,1,11,4,149,11,8,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,4,13,0,39,0,4,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"9,028",0,"9,028",,,
Seychelles,0,5,0,10,164,53,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,2,1,0,3,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,266,,,
Sierra Leone,5,5,0,18,880,159,0,0,5,7,0,0,0,0,0,0,0,0,0,46,3,0,14,43,0,65,3,0,7,0,0,0,0,0,0,7,0,10,1,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,301",0,"1,301",,,
Somalia,0,0,1,34,364,428,0,0,7,1,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,25,1,0,2,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,892,,,
South Africa,108,395,16,169,"55,226","1,693",0,0,318,"1,449",1,25,90,0,2,12,0,0,0,701,73,0,34,44,2,92,3,0,"1,345",0,0,173,123,0,39,"1,651",22,"2,922",200,51,5,0,0,557,720,23,4,0,0,0,0,0,0,0,0,0,0,30,7,10,62,0,28,6,81,0,0,87,83,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"68,685",0,"68,685",,,
Sudan,1,45,20,681,967,"1,402",0,0,24,1,0,0,50,0,0,0,0,0,0,229,23,0,27,93,1,98,4,0,36,0,0,0,0,0,0,15,2,18,15,6,1,0,0,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"3,778",0,"3,778",,,
Swaziland,9,39,1,0,96,81,0,0,2,0,0,3,0,0,0,0,0,0,0,17,0,0,3,19,0,2,1,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,298,,,
Tanzania,42,114,9,439,"1,763","1,224",0,0,15,4,0,6,11,0,0,0,0,0,0,781,53,0,40,90,0,70,8,0,39,0,0,0,1,0,1,16,2,447,27,5,2,0,0,1,3,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,265",0,"5,265",,,
Togo,35,29,5,28,400,334,0,0,18,0,0,0,7,0,1,0,0,0,0,150,1,0,15,45,0,20,3,0,6,0,0,0,0,0,1,0,0,28,1,2,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,140",0,"1,140",,,
Tunisia,40,259,6,76,"4,481","4,111",0,0,12,114,0,1,37,0,0,0,0,0,0,230,3,0,27,47,0,66,4,0,34,0,0,0,0,0,1,11,1,158,43,9,0,0,0,9,4,36,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,830",0,"9,830",,,
Uganda,25,324,5,20,"3,061",128,0,0,13,6,0,0,1,0,0,0,0,0,0,358,23,0,11,16,0,90,9,0,25,0,0,1,0,0,0,6,0,158,14,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,333",0,"4,333",,,
Zambia,25,78,1,10,"1,927",115,0,0,13,2,0,0,6,0,0,0,0,0,0,206,40,0,21,145,0,55,6,0,12,0,0,0,0,0,0,9,0,144,10,2,3,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,864",0,"2,864",,,
Zimbabwe,28,71,7,38,"4,551",144,0,0,44,16,0,3,7,0,0,0,0,0,0,752,134,0,31,108,0,109,15,0,61,0,0,0,3,0,2,37,4,181,39,8,2,0,0,15,10,28,3,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0,7,0,14,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,518",0,"6,518",,,
Totals for Africa,"1,852","6,827",360,"8,759","197,653","35,659",0,0,"1,438","2,706",7,354,932,0,4,32,0,0,0,"13,511",972,0,"1,189","2,819",10,"3,198",243,1,"2,848",0,0,176,142,0,68,"2,542",247,"8,736","1,394",663,62,0,0,814,"1,006",317,17,0,0,0,0,0,0,0,0,1,1,97,42,34,472,0,482,13,236,0,0,525,235,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,"299,726",0,"299,726",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,0,0,0,36,837,"1,087",0,0,35,0,0,0,0,0,0,0,0,0,0,22,2,0,6,2,29,29,0,0,1,0,0,0,0,0,0,1,0,28,2,75,3,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,217",0,"2,217",,,
Bahrain,18,196,0,7,"1,161",742,0,0,1,22,0,0,0,0,0,0,0,0,0,226,24,0,23,21,0,1,0,0,5,0,0,0,0,0,1,0,0,33,16,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,502",0,"2,502",,,
Bangladesh,19,223,25,307,"5,506","5,828",0,0,56,694,0,18,9,0,0,4,0,0,0,"1,395",210,0,25,105,1,230,22,0,678,0,0,0,0,0,2,369,2,169,116,4,1,0,0,19,41,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,119",0,"16,119",,,
Bhutan,3,2,0,25,101,46,0,0,0,0,0,2,0,0,0,0,0,0,0,44,2,0,21,33,0,14,6,0,0,0,0,0,0,0,0,2,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,329,,,
Brunei,7,20,0,1,21,15,0,0,2,1,0,5,1,0,0,0,0,0,0,9,1,0,11,31,0,1,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,142,,,
Burma,30,10,4,270,166,"1,091",0,0,535,17,0,4,"1,515",0,0,0,0,0,0,393,12,0,6,25,2,88,3,0,63,0,0,0,0,0,1,27,0,34,17,17,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,386",0,"4,386",,,
Cambodia,31,26,5,84,348,130,0,0,1,0,0,1,0,0,0,0,0,0,0,64,3,0,21,18,0,7,1,0,1,0,0,0,0,0,0,2,0,35,11,74,12,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,895,,,
China - mainland,420,752,3,"3,884","177,155","12,889",0,0,"6,524",64,0,852,"3,357",0,4,7,0,0,0,"16,303","4,458",0,112,372,1,305,43,1,"5,775",0,0,0,9,0,42,"3,480",400,"6,470","4,031","1,146",66,0,0,"1,154","1,180",37,0,0,0,0,0,0,0,0,0,0,0,136,56,98,197,18,703,20,54,0,0,22,4,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,"252,673",0,"252,673",,,
China - Taiwan,1,4,0,50,"243,503",812,0,0,444,"2,063",0,2,0,0,"1,435",402,0,0,0,"14,709",606,0,1,0,0,26,0,0,"2,209",0,0,0,3,0,9,702,138,"1,111",518,47,2,0,0,233,360,82,7,0,0,0,0,0,0,0,0,0,0,18,9,1,6,0,182,0,0,0,0,81,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"269,802",0,"269,802",,,
Hong Kong S.A.R.,0,8,0,247,"18,674","4,255",0,0,49,81,0,0,0,0,0,0,0,0,0,592,8,0,1,22,0,8,0,0,199,0,0,0,0,0,1,24,14,87,5,17,2,0,0,22,17,2,0,0,0,0,0,0,0,0,0,0,0,3,20,1,1,0,5,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,374",0,"24,374",,,
India,204,543,98,"21,314","94,438","81,321",0,0,654,"10,249",0,568,327,0,2,14,0,0,0,"15,286",890,0,71,288,0,909,85,0,"55,062",0,0,0,279,0,21,"32,711",53,"3,288","1,670",750,43,0,0,"4,206","3,603",218,6,0,0,1,0,0,0,0,0,0,2,176,164,121,34,1,"1,261",6,19,0,0,683,131,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"331,784",0,"331,784",,,
