Fiscal Year 2005,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Indonesia,133,"1,594",110,503,"37,822",167,0,0,54,"8,447",0,18,12,0,1,5,0,0,0,"2,585",114,0,185,270,0,167,25,0,831,0,0,1,172,0,1,266,94,966,142,149,10,50,8,194,288,17,3,0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,76,0,1,0,0,45,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"55,570",0,"55,570",,,
Iran,0,37,3,291,"4,804","3,173",0,0,15,3,4,0,1,0,0,27,0,0,0,468,85,0,114,197,2,184,1,0,194,0,0,0,0,0,1,187,7,142,94,496,27,148,30,8,9,2,0,0,0,0,0,0,0,0,0,0,0,7,2,4,5,0,5,0,0,0,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,3,0,"10,805",0,"10,805",,,
Iraq,8,561,1,42,"1,652",93,0,0,8,0,0,0,0,0,0,0,0,0,0,46,9,0,17,75,0,18,0,0,65,0,0,0,0,0,0,128,27,310,30,214,15,53,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,"3,418",0,"3,418",,,
Israel,255,"2,191",0,54,"102,073",186,0,0,22,136,0,4,910,0,502,12,0,0,0,"1,079",84,0,32,12,0,58,0,0,"1,355",0,0,0,179,0,9,"1,033",108,"3,281","1,318",74,12,9,4,795,"1,272",36,1,0,0,0,0,0,0,0,0,0,0,145,13,70,261,0,99,2,1,0,0,370,267,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"118,331",0,"118,331",,,
Japan,322,"6,796",5,265,"3,988",109,0,0,97,"4,276",0,95,1,0,"2,411","12,010",0,1,0,"24,554","1,013",0,44,77,1,283,4,0,"4,073",0,0,1,163,0,341,"1,635","1,407","7,061","3,282",304,18,22,2,"5,159","6,839",783,11,0,0,1,0,0,0,0,0,1,0,320,92,66,258,1,611,22,155,0,0,161,96,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,"89,269",0,"89,269",,,
Jordan,73,"1,710",7,73,"10,120",141,0,0,6,92,0,41,2,0,4,8,0,0,0,510,136,0,8,42,0,69,1,0,253,0,0,2,1,0,0,168,10,543,123,69,0,186,28,19,21,2,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,2,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,"14,500",0,"14,500",,,
"Korea, North",0,0,0,6,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,202,,,
"Korea, South",261,"2,829",20,606,"303,824",594,0,0,318,"3,709",0,289,13,0,994,"2,169",0,0,0,"35,310","5,411",0,93,113,1,137,2,0,"3,838",0,0,1,220,0,27,"3,166",738,"9,696","6,195",333,26,69,8,"1,219","2,055",314,29,0,0,0,0,0,0,0,0,0,0,103,100,47,121,0,571,13,16,0,0,439,467,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,"386,524",0,"386,524",,,
Kuwait,45,695,0,4,"6,201",100,0,0,8,0,0,0,75,0,0,0,0,0,0,587,140,0,9,24,0,3,0,0,6,0,0,0,0,0,0,4,3,64,7,1,0,1,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,990",0,"7,990",,,
Laos,21,75,0,15,163,"1,887",0,0,2,0,0,10,0,0,0,0,0,0,0,33,0,0,24,80,0,15,0,0,1,0,0,0,0,0,0,0,0,26,2,473,35,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,930",0,"2,930",,,
Lebanon,5,144,12,86,"10,742",202,0,0,2,50,3,0,49,0,0,2,0,0,0,373,12,0,4,172,1,75,2,0,354,0,0,0,0,0,4,149,52,484,75,217,0,139,22,13,16,4,0,0,0,1,0,0,0,0,0,0,0,10,1,1,2,0,60,0,0,0,0,16,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"13,581",0,"13,581",,,
Macau S.A.R.,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,18,0,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,077",0,"1,077",,,
Malaysia,118,"1,008",3,328,"28,307",176,0,0,84,"1,869",0,86,0,0,1,3,0,0,0,"1,259",55,0,17,130,0,79,2,0,967,0,0,0,3,0,94,285,108,531,64,53,14,12,0,536,432,15,3,0,0,0,0,0,0,0,0,0,0,17,4,3,7,0,6,0,2,0,0,30,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,"36,723",0,"36,723",,,
Maldives,2,32,1,0,52,0,0,0,0,30,0,0,0,0,0,0,0,0,0,11,1,0,7,11,0,6,0,0,0,0,0,0,0,0,0,0,2,26,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,205,,,
Mongolia,11,164,0,183,"2,058",210,0,0,27,0,2,2,1,0,0,10,0,0,0,823,118,0,18,60,0,23,1,0,28,0,0,0,16,0,0,22,34,239,48,9,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,0,30,2,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,242",0,"4,242",,,
Nepal,9,289,4,45,"3,679",53,0,0,101,385,0,27,0,0,0,0,0,0,0,"1,968",208,0,16,13,0,183,11,0,278,0,0,7,123,0,3,212,5,177,56,34,2,14,1,18,31,17,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,27,0,0,0,0,88,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"8,097",0,"8,097",,,
Oman,36,508,1,138,472,387,0,0,1,28,0,0,2,0,0,0,0,0,0,112,31,0,18,52,0,4,0,0,4,0,0,0,0,0,0,0,0,84,11,0,0,0,0,6,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,908",0,"1,908",,,
Pakistan,70,"1,442",13,178,"18,894",497,0,0,26,477,0,6,7,0,24,97,0,0,0,875,139,0,101,184,0,251,7,0,"1,117",0,0,0,0,0,1,"1,071",32,677,234,402,15,512,93,99,173,9,0,0,0,0,0,0,0,0,0,0,0,13,1,7,0,0,128,3,0,0,0,12,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,10,14,4,"28,025",0,"28,025",,,
Palestinian Authority Travel Document,0,0,0,12,"3,448",29,0,0,1,0,0,0,0,0,0,1,0,0,0,262,8,0,0,0,1,10,0,0,16,0,0,0,0,0,0,28,12,226,61,19,0,22,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"4,170",0,"4,170",,,
Philippines,67,"1,622",183,"9,440","47,368","4,247",0,0,"1,626","58,957",2,67,69,0,39,167,0,0,0,803,64,0,181,86,0,557,154,0,"2,849",0,59,0,560,0,14,"3,319",137,"1,119",222,"4,638",730,"1,163",393,928,457,31,1,0,0,1,0,0,0,0,0,0,0,92,160,8,212,0,86,0,0,0,0,307,91,0,0,0,0,16,0,1,0,0,0,0,0,0,0,27,22,22,"143,364",0,"143,364",,,
Qatar,65,390,1,6,807,5,0,0,3,0,0,1,25,0,0,0,0,0,0,92,4,0,25,32,0,0,0,0,2,0,0,0,0,0,0,0,5,34,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,507",0,"1,507",,,
Saudi Arabia,266,"2,251",40,236,"9,242","1,590",0,0,4,2,0,0,387,0,0,0,0,0,0,"2,166",619,0,41,89,2,20,1,0,24,0,0,0,0,0,2,28,34,194,143,2,1,3,0,30,83,23,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,537",0,"17,537",,,
Singapore,24,"1,707",0,29,"1,821",22,0,0,1,"1,862",0,0,2,0,3,32,0,0,0,"1,151",87,0,17,46,0,39,0,0,561,199,0,0,2,0,33,258,68,870,88,30,4,7,0,301,312,20,3,0,0,0,0,0,0,0,0,0,0,14,1,5,90,0,6,1,1,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,740",0,"9,740",,,
Sri Lanka,23,299,38,105,"7,959",90,0,0,93,"1,066",16,3,3,0,0,9,0,0,0,"1,027",96,0,63,42,0,114,28,0,447,0,0,0,0,0,1,223,11,151,47,22,0,17,1,131,95,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,38,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,3,0,"12,332",0,"12,332",,,
Syria,10,11,2,36,"4,409",66,0,0,2,2,0,0,10,0,0,1,0,0,0,109,14,0,38,26,0,52,1,0,86,0,0,0,0,0,0,95,14,173,65,189,2,72,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,38,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,558",0,"5,558",,,
Thailand,61,"1,360",21,137,"32,139",139,0,0,341,"5,416",0,34,20,0,47,188,0,0,0,"3,766",58,0,21,120,3,59,6,0,551,0,0,374,10,0,9,118,177,"6,269",105,"1,185",169,205,63,106,91,28,0,0,0,0,0,0,0,0,0,0,0,11,0,4,5,0,118,0,1,0,0,129,2,0,0,0,0,1,0,10,16,0,0,0,0,0,0,1,0,0,"53,694",0,"53,694",,,
Timor-Leste,5,20,0,0,19,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,94,,,
United Arab Emirates,61,224,13,64,"2,699",49,0,0,1,0,0,0,56,0,0,0,0,0,0,393,65,0,3,32,0,0,0,0,6,0,0,0,0,0,0,2,1,38,22,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,736",0,"3,736",,,
Vietnam,170,451,0,"2,727","4,334","8,446",0,0,40,265,1,41,34,0,1,4,0,0,0,"2,404",78,0,66,159,0,96,0,0,112,0,0,12,0,0,1,56,45,854,88,"3,836",299,310,88,127,36,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,70,2,0,0,0,120,5,0,0,0,0,3,0,6,21,6,5,0,0,0,0,21,16,10,"25,479",0,"25,479",,,
Yemen,18,127,3,35,954,15,0,0,0,1,0,1,0,0,0,0,0,0,0,102,22,0,31,82,0,19,0,0,5,0,0,0,0,0,0,4,2,112,19,7,2,116,77,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,"1,784",0,"1,784",,,
Totals for Asia,"3,028","33,060",561,"19,012","1,288,284","48,329",0,0,"9,131","108,219",28,"2,018","16,160",0,"5,637","15,057",0,1,0,"143,448","13,564",0,"1,545","3,591",49,"4,419",316,0,"81,948",199,60,404,"1,497",0,895,"48,777","4,294","51,214","17,761","17,454","1,914","4,873","1,235","36,304","28,590","1,997",73,0,0,4,0,0,0,0,0,2,0,"1,044",949,349,"2,092",2,"4,602",56,585,0,0,"3,028","1,198",0,0,0,0,478,0,34,54,7,5,0,0,0,0,206,184,70,"2,029,895",0,"2,029,895",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,32,245,0,25,"6,002",155,0,0,15,0,0,0,9,0,0,6,0,0,0,334,10,0,17,71,0,62,0,0,77,0,0,0,1,0,0,26,27,204,10,28,0,13,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"7,391",0,"7,391",,,
Andorra,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,,,
Armenia,29,91,1,6,"4,038",26,0,0,8,0,0,0,6,0,0,0,0,0,0,120,15,0,0,61,0,68,0,0,73,0,0,0,2,0,0,58,14,576,39,60,5,18,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,31,0,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"5,483",0,"5,483",,,
Austria,38,221,1,48,644,3,0,0,8,"1,150",0,1,0,0,13,98,0,0,0,547,9,0,32,71,5,144,2,0,233,0,0,0,62,0,12,68,134,"1,575",76,19,0,4,0,283,156,56,0,0,0,3,0,0,0,0,0,0,0,75,5,6,262,0,20,0,3,0,0,11,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"6,103",0,"6,103",,,
Azerbaijan,35,214,0,24,"1,069",59,0,0,13,2,0,0,3,0,0,0,0,0,0,238,16,0,9,18,0,68,0,0,37,0,0,0,3,0,0,28,5,428,15,28,7,4,0,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,359",0,"2,359",,,
Belarus,30,36,0,598,"1,121","3,805",0,0,15,450,0,0,17,0,0,0,0,0,0,185,12,0,30,63,0,59,1,0,125,0,0,0,1,0,1,98,21,"2,316",31,177,45,8,2,9,8,1,0,0,0,0,0,0,0,0,0,0,0,10,1,10,50,0,18,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"9,363",0,"9,363",,,
Belgium,34,259,2,114,720,13,0,0,15,496,0,5,3,0,24,132,0,0,0,408,10,0,30,78,24,165,2,0,270,0,0,0,11,0,9,136,162,881,86,23,2,0,0,307,325,54,1,0,0,444,0,28,0,0,0,0,0,45,63,11,115,0,10,0,1,0,0,19,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"5,553",0,"5,553",,,
Bosnia and Herzegovina,18,195,3,285,"5,865",267,0,0,13,169,0,0,7,0,9,1,0,0,0,167,1,0,2,51,0,41,0,0,82,0,0,0,10,0,0,15,18,367,10,25,3,9,1,12,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,36,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,722",0,"7,722",,,
Bulgaria,64,232,1,38,"7,062","3,185",0,0,18,"3,654",0,1,11,0,0,8,0,0,0,958,32,0,22,59,0,83,2,0,573,0,0,1,537,0,1,169,45,"9,092",44,79,5,6,0,31,24,12,0,0,0,118,0,7,0,0,0,0,0,33,1,5,521,0,65,5,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,"26,816",0,"26,816",,,
Croatia,12,218,2,58,"9,749",426,0,0,30,"4,429",0,1,0,0,1,3,0,0,0,301,6,0,17,97,0,53,0,0,125,0,0,0,6,0,7,44,91,599,22,18,2,4,3,24,21,8,0,0,0,1,0,0,0,0,0,0,0,21,2,9,5,0,60,1,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"16,496",0,"16,496",,,
Cyprus,17,29,0,0,"3,362",673,0,0,1,29,0,0,0,0,0,0,0,0,0,353,7,0,14,15,0,17,0,0,86,0,0,0,0,0,0,5,6,180,3,3,0,0,0,11,5,5,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,843",0,"4,843",,,
Czech Republic,43,334,3,273,"22,935","3,680",0,0,27,321,0,9,263,0,2,23,0,0,0,668,16,0,9,120,4,38,2,0,222,0,0,0,155,1,1,63,81,"3,772",134,33,1,4,0,87,89,9,0,0,0,86,0,7,0,0,0,0,0,32,15,4,369,0,52,24,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"34,024",0,"34,024",,,
Denmark,45,223,7,103,"1,769",48,0,0,15,"1,419",0,0,0,0,78,4,0,0,0,502,8,0,17,117,6,199,9,0,248,0,0,18,10,0,9,142,174,"1,812",160,19,1,3,0,374,409,86,1,0,6,111,1,8,0,0,3,0,0,61,14,14,56,0,5,1,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"8,334",0,"8,334",,,
Estonia,9,145,0,335,"2,797","1,522",0,0,31,369,0,3,0,0,0,4,0,0,0,103,7,0,5,30,0,11,0,0,49,0,0,2,12,0,0,16,28,566,31,18,5,3,4,10,8,2,0,0,0,27,0,0,0,0,0,0,0,12,0,2,6,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,183",0,"6,183",,,
Finland,25,326,3,163,110,179,0,0,0,789,0,0,0,0,73,154,0,0,0,300,9,0,26,149,8,66,3,0,152,0,0,0,5,0,1,99,100,"1,097",137,21,0,1,1,337,371,14,0,0,0,1,0,0,0,0,0,0,0,37,12,3,250,0,7,22,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,073",0,"5,073",,,
France,260,"1,667",6,188,"4,205",103,0,0,85,"3,406",1,73,6,0,127,"1,130",0,0,0,"4,091",108,0,85,247,29,991,7,0,"2,627",0,0,1,68,0,45,772,634,"10,233",608,125,3,16,0,"2,146","2,570",141,0,0,0,9,0,27,0,1,0,0,0,349,80,130,727,0,129,25,227,0,0,80,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"38,616",0,"38,616",,,
Georgia,40,373,1,12,"2,243",23,0,0,349,8,0,0,388,0,0,0,0,0,0,207,6,0,25,36,0,68,0,0,75,0,0,0,0,0,2,43,29,552,36,13,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,12,0,9,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,581",0,"4,581",,,
Germany,218,"1,212",2,110,"8,763",117,0,0,77,"6,508",0,94,5,0,988,"3,066",0,0,0,"5,540",74,0,55,161,14,452,4,0,"2,550",0,0,6,44,0,61,753,"1,154","21,948",788,320,24,74,8,"3,027","2,341",387,4,0,2,"1,381",0,65,58,112,0,1,0,401,78,89,"1,085",6,94,19,126,0,0,106,19,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,"64,601",0,"64,601",,,
Great Britain and Northern Ireland,255,"3,286",6,"1,550","34,224",622,0,0,80,"10,996",0,125,17,0,376,"3,170",0,0,0,"4,752",144,0,50,167,18,813,2,0,"5,617",0,2,38,"1,326",1,87,"2,674","2,842","15,997",503,987,73,143,17,"6,797","6,072","1,050",23,0,0,440,0,56,3,28,0,0,0,"1,515",754,316,"2,708",71,199,39,300,0,0,322,127,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,1,"111,818",0,"111,818",,,
Greece,77,355,0,40,"28,495",81,0,0,24,"4,225",0,0,42,0,8,3,0,0,0,871,17,0,42,104,9,41,0,0,316,0,0,0,3,0,0,48,141,610,86,17,1,11,5,64,42,31,0,0,4,444,0,7,1,2,0,0,0,56,27,5,15,0,120,0,0,0,0,13,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,"36,508",0,"36,508",,,
Hungary,30,293,3,47,"17,079",42,0,0,50,672,0,0,96,0,1,2,0,0,0,354,13,0,8,102,1,42,5,0,237,0,0,0,33,0,7,133,110,"1,395",188,33,4,5,1,89,83,5,0,0,1,37,0,10,0,0,0,0,0,29,3,3,189,1,20,5,8,0,0,25,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"21,499",0,"21,499",,,
Iceland,12,43,2,5,400,3,0,0,1,300,0,0,0,0,0,1,0,0,0,173,79,0,1,29,0,11,1,0,46,0,0,0,0,0,0,29,18,169,46,8,0,1,1,19,24,18,3,0,0,1,0,1,0,0,0,0,0,17,3,2,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,491",0,"1,491",,,
Ireland,40,219,0,148,"2,233",72,0,0,17,795,0,3,1,0,7,148,0,0,0,497,9,0,13,68,3,118,0,0,731,0,0,19,74,0,26,148,168,"8,570",92,108,2,16,1,824,460,174,0,0,0,1,0,0,0,0,0,0,0,102,76,14,436,2,246,3,16,6,0,52,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,"16,763",0,"16,763",,,
Italy,99,689,3,246,"3,931",93,0,0,23,"3,933",0,110,6,0,317,396,0,0,0,"2,911",37,0,47,202,20,483,2,0,"1,125",0,0,0,34,0,21,309,289,"4,096",306,73,1,19,0,656,476,138,0,0,1,549,0,30,6,1,2,0,0,286,87,40,380,0,74,3,114,0,0,121,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,"22,801",0,"22,801",,,
Kazakhstan,36,384,0,"1,739",597,"1,867",0,0,12,0,0,6,5,0,0,0,0,0,0,475,26,0,30,38,0,74,0,0,78,0,0,0,0,0,3,49,16,"1,728",28,66,20,6,6,17,26,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5,17,0,0,5,0,0,0,41,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"7,413",0,"7,413",,,
Kyrgyzstan,17,230,0,57,293,311,0,0,5,0,0,0,38,0,0,2,0,0,0,80,6,0,15,13,0,61,0,0,16,0,0,0,2,0,0,7,11,306,28,55,14,11,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,13,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1,612",0,"1,612",,,
Latvia,27,317,1,29,"4,395",82,0,0,4,"2,691",0,1,0,0,1,4,0,0,0,201,5,0,6,46,0,19,2,0,58,0,0,2,12,0,4,18,32,447,15,53,19,5,2,9,5,5,0,0,0,5,0,0,0,0,0,0,0,5,1,1,7,0,7,3,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"8,555",0,"8,555",,,
Liechtenstein,6,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,10,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,,,
Lithuania,16,183,0,26,"4,052",61,0,0,18,797,0,0,1,0,0,8,0,0,0,261,3,0,7,34,0,16,2,0,113,0,0,0,102,7,0,58,16,"2,100",19,40,5,11,3,14,9,2,0,0,0,9,0,2,0,0,0,0,0,11,0,3,38,0,31,3,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"8,097",0,"8,097",,,
Luxembourg,19,54,0,1,62,0,0,0,1,21,0,0,0,0,0,2,0,0,0,30,4,0,9,36,2,7,0,0,14,0,0,0,0,0,0,3,7,22,0,0,0,0,0,4,2,5,0,0,0,2,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,318,,,
Macedonia,13,231,0,86,"1,683",310,0,0,2,670,0,1,0,0,0,3,0,0,0,106,5,0,5,34,0,23,1,0,37,0,0,0,1,0,0,19,16,547,14,14,0,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,12,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,859",0,"3,859",,,
Malta,4,17,0,1,"2,797",8,0,0,52,37,0,0,0,0,0,0,0,0,0,8,2,0,2,18,1,6,0,0,11,0,0,0,0,0,0,1,9,34,3,3,0,0,0,14,6,10,0,0,0,1,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,056",0,"3,056",,,
Moldova,7,166,4,18,"1,789",8,0,0,114,0,0,0,145,0,0,2,0,0,0,203,9,0,0,6,0,44,0,0,59,0,0,8,6,1,3,39,2,"1,024",27,58,16,7,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,21,0,3,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,825",0,"3,825",,,
Monaco,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,6,0,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,,,
Netherlands,56,461,4,221,"1,627",13,0,0,11,"3,837",0,3,0,0,32,392,0,0,0,"1,064",36,0,50,131,8,217,2,0,568,0,0,7,49,0,21,245,253,"2,781",176,80,7,6,0,913,914,294,7,0,0,172,0,26,1,5,0,0,0,97,37,17,242,6,9,4,1,0,0,39,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"15,151",0,"15,151",,,
