Fiscal Year 2005,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Comoros,3,13,0,0,17,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,103,,,
"Congo, Dem. Rep. of the (Congo Kinshasa)",23,62,0,80,"1,757",55,0,0,36,2,0,4,9,0,0,0,0,0,0,122,4,0,22,218,0,157,2,0,19,0,0,0,0,0,0,3,1,57,9,14,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,22,1,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,714",0,"2,714",,,
"Congo, Rep. of the (Congo Brazzaville)",73,37,0,25,415,31,0,0,4,1,0,0,0,0,0,0,0,0,0,23,2,0,34,155,0,26,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,847,,,
Cote d'Ivoire ,18,66,1,13,"1,539",37,0,0,10,1,0,1,0,0,0,0,0,0,0,206,7,0,31,82,0,107,10,0,51,0,0,0,0,0,1,15,7,60,10,23,12,13,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2,349",0,"2,349",,,
Djibouti,20,68,2,11,66,71,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7,11,2,7,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,279,,,
Egypt,206,"2,546",18,136,"17,117",109,0,0,10,379,0,25,14,0,0,10,0,0,0,352,83,0,73,53,0,147,7,0,276,0,0,4,2,0,3,324,41,"1,053",321,105,2,82,17,68,79,13,0,0,0,0,0,0,0,0,0,0,0,12,13,11,12,0,12,3,0,0,0,90,67,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,3,2,"23,911",0,"23,911",,,
Equatorial Guinea,35,289,5,3,111,6,0,0,1,0,0,0,0,0,0,0,0,0,0,85,0,0,15,12,0,11,0,0,1,0,0,0,0,0,9,0,0,7,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,598,,,
Eritrea,14,15,11,104,"1,167",49,0,0,1,0,0,0,1,0,0,0,0,0,0,37,2,0,1,10,0,20,1,0,5,0,0,0,0,0,0,1,0,17,5,21,0,19,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,546",0,"1,546",,,
Ethiopia,35,66,9,112,"3,516",152,0,0,80,1,0,2,199,0,1,1,0,0,0,471,18,0,19,42,0,220,9,0,23,0,0,0,1,0,1,10,5,123,23,203,6,262,24,7,19,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,19,0,1,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,"5,731",0,"5,731",,,
Gabon,25,142,1,18,642,9,0,0,3,0,0,0,1,0,0,0,0,0,0,99,2,0,15,59,0,19,1,0,2,0,0,0,0,0,0,0,5,8,2,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,062",0,"1,062",,,
"Gambia, The",26,58,1,44,"1,501",24,0,0,5,0,0,5,4,0,0,0,0,0,0,172,9,0,6,75,0,55,2,0,3,0,0,0,0,0,0,2,5,27,1,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,042",0,"2,042",,,
Ghana,36,321,9,41,"10,156",237,0,0,23,111,1,33,0,0,0,0,0,0,0,694,108,0,25,37,0,184,11,0,195,0,1,0,24,0,3,89,18,558,61,208,9,63,27,7,14,15,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,0,30,0,0,0,0,129,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,2,"13,552",0,"13,552",,,
Guinea,40,65,0,77,"1,868",289,0,0,4,3,0,0,0,0,0,0,0,0,0,55,3,0,29,118,0,40,2,0,11,0,0,0,0,0,0,0,1,17,1,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,"2,661",0,"2,661",,,
Guinea-Bissau,0,13,0,0,46,21,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,1,33,0,11,0,0,1,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,141,,,
Kenya,66,276,15,72,"9,113",91,0,0,59,36,0,1,0,0,0,0,0,0,0,"2,206",117,0,62,292,0,352,19,0,281,0,0,0,0,0,0,110,6,330,63,48,15,27,10,20,21,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,56,0,51,0,0,0,0,86,19,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,"13,947",0,"13,947",,,
Lesotho,10,46,2,0,165,0,0,0,0,1,0,2,0,0,0,0,0,0,0,12,1,0,9,15,0,4,1,0,1,0,0,0,3,0,0,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,294,,,
Liberia,32,171,2,2,537,13,0,0,0,3,1,5,0,0,0,0,0,0,0,46,3,0,3,34,0,28,0,0,5,0,0,0,0,0,0,4,0,13,0,25,5,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,966,0,966,,,
Libya,65,16,0,116,287,113,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,49,70,0,11,0,0,2,0,0,0,0,0,0,0,1,9,1,14,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,797,0,797,,,
Madagascar,24,93,0,106,276,120,0,0,11,0,0,0,209,0,0,0,0,0,0,40,0,0,44,96,0,91,3,0,5,0,0,0,0,0,0,9,6,38,8,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,198",0,"1,198",,,
Malawi,14,94,6,2,807,20,0,0,5,1,0,0,0,0,0,0,0,0,0,96,16,0,2,45,0,36,3,0,11,0,0,0,0,0,0,8,8,63,5,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,267",0,"1,267",,,
Mali,19,83,1,410,"1,237",534,0,0,11,0,3,0,0,0,0,0,0,0,0,229,5,0,20,99,1,83,1,0,10,0,0,0,0,0,0,3,8,68,9,6,0,4,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,879",0,"2,879",,,
Mauritania,21,121,1,25,196,137,0,0,1,0,0,1,0,0,0,0,0,0,0,33,1,0,10,39,28,32,0,0,5,0,0,0,0,0,0,2,2,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,678,,,
Mauritius,4,53,1,10,"1,088",135,0,0,8,232,0,0,0,0,0,0,0,0,0,48,0,0,9,19,0,43,1,0,36,0,0,1,2,0,0,8,5,24,8,2,0,2,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,752",0,"1,752",,,
Morocco,21,429,38,98,"9,137",37,0,0,10,154,0,4,47,0,0,3,0,0,0,431,6,0,37,114,0,72,12,0,127,0,0,0,2,0,1,48,23,395,46,186,2,150,8,12,16,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,20,0,4,3,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"11,760",0,"11,760",,,
Mozambique,36,114,4,3,469,17,0,0,17,1,0,3,0,0,0,0,0,0,0,47,12,0,11,48,0,35,0,0,0,0,0,0,0,0,0,0,13,33,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,868,,,
Namibia,24,45,2,6,573,9,0,0,4,21,0,0,0,0,0,0,0,0,0,38,1,0,14,43,0,12,0,0,3,0,0,4,4,0,0,1,3,83,3,1,0,1,0,15,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,925,,,
Niger,34,92,4,220,387,151,0,0,16,0,0,2,0,0,0,0,0,0,0,192,2,0,16,73,0,66,1,0,4,0,0,0,0,0,0,5,5,16,2,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,313",0,"1,313",,,
Nigeria,158,613,7,"1,245","26,077","9,375",0,0,36,55,0,41,4,0,0,2,0,0,0,"1,995",117,0,104,277,0,234,6,0,438,0,0,0,0,0,16,240,85,448,89,402,31,197,45,161,254,19,0,0,0,0,0,0,0,0,0,0,0,7,32,7,58,0,7,0,0,0,0,264,29,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,11,0,"43,201",0,"43,201",,,
Rwanda,8,79,1,1,717,13,0,0,21,1,0,1,0,0,0,0,0,0,0,96,5,0,1,6,0,17,1,0,3,0,0,0,0,0,0,0,0,31,6,7,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,024",0,"1,024",,,
Sao Tome and Principe,4,45,0,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,96,,,
Senegal,61,217,2,12,"3,350",84,0,0,23,1,0,3,4,0,0,0,0,0,0,191,1,0,39,61,0,184,7,0,71,0,0,0,0,0,1,24,28,117,6,26,0,14,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,13,0,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,"4,602",0,"4,602",,,
Seychelles,3,9,1,11,95,17,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187,,,
Sierra Leone,9,17,1,20,946,134,0,0,12,0,0,0,0,0,0,0,0,0,0,53,8,0,14,61,0,70,1,0,18,0,0,0,0,0,0,5,0,23,0,41,5,7,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,462",0,"1,462",,,
Somalia,0,0,0,2,105,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,16,19,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,43,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,219,0,219,,,
South Africa,74,827,7,388,"41,560","5,037",0,0,184,"2,799",0,65,5,0,1,10,0,0,0,608,34,0,16,252,0,172,4,0,784,0,0,"1,247","1,519",0,18,622,88,"2,741",145,79,10,7,0,803,461,30,1,0,0,1,0,0,0,0,0,0,0,58,19,12,84,0,101,7,33,0,0,99,48,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,"61,063",0,"61,063",,,
Sudan,34,46,24,189,783,167,0,0,0,0,0,0,4,0,0,0,0,0,0,50,4,0,50,114,0,71,1,0,15,0,0,0,1,0,0,8,6,13,0,7,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"1,604",0,"1,604",,,
Swaziland,15,70,6,13,189,25,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,13,39,0,3,3,0,2,0,0,0,0,0,0,1,5,17,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,446,,,
Tanzania,27,88,2,155,"2,637",165,0,0,34,0,2,1,17,0,0,0,0,0,0,415,26,0,60,174,0,130,4,0,72,0,0,0,0,0,2,13,5,158,6,11,0,7,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,264",0,"4,264",,,
Togo,16,43,1,5,795,73,0,0,7,0,0,1,2,0,0,0,0,0,0,102,5,0,5,62,0,31,1,0,8,0,0,0,0,0,0,6,2,33,5,6,0,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"1,229",0,"1,229",,,
Tunisia,21,258,6,128,"1,854",373,0,0,4,17,0,1,4,0,0,1,0,0,0,101,2,0,10,40,0,67,1,0,44,0,0,0,0,0,0,14,1,219,3,15,1,10,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"3,226",0,"3,226",,,
Uganda,29,150,2,182,"2,420",161,0,0,25,2,0,5,12,0,0,0,0,0,0,308,20,0,21,60,0,127,9,0,41,0,0,0,0,0,0,14,11,212,23,26,0,10,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1,0,0,0,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,974",0,"3,974",,,
Zambia,35,108,2,6,"1,663",140,0,0,68,10,0,24,0,0,0,1,0,0,0,273,28,0,33,95,0,132,1,0,21,0,0,0,2,0,0,5,16,111,4,5,1,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,837",0,"2,837",,,
Zimbabwe,44,11,3,33,"2,908",216,0,0,41,61,0,1,11,0,0,1,0,0,0,410,26,0,31,92,0,130,8,0,82,0,0,0,4,0,1,47,3,140,38,6,0,2,0,62,31,4,0,0,0,0,0,0,0,0,0,2,1,4,8,1,5,0,2,1,5,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,499",0,"4,499",,,
Totals for Africa,"1,760","8,846",221,"6,338","162,298","20,692",0,0,948,"4,067",7,294,593,0,3,31,0,0,0,"11,967",744,0,"1,199","4,045",47,"3,788",164,0,"2,816",0,1,"1,256","1,565",0,61,"1,715",506,"7,882","1,012","1,673",121,"1,008",174,"1,306","1,079",140,2,0,0,1,0,0,0,0,0,3,1,111,94,48,329,0,401,18,117,0,0,888,328,0,0,0,0,44,0,0,1,0,0,0,0,0,0,12,59,4,"252,828",0,"252,828",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,27,215,1,1,931,92,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,17,37,0,38,0,0,4,0,0,0,0,0,0,1,1,245,0,166,3,54,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,912",0,"1,912",,,
Bahrain,20,339,0,10,"1,609",7,0,0,0,11,0,1,0,0,0,0,0,0,0,135,11,0,2,51,0,4,0,0,15,0,0,0,0,0,0,9,0,62,13,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,305",0,"2,305",,,
Bangladesh,30,206,11,212,"4,888","1,292",0,0,34,371,0,1,292,0,0,4,0,0,0,450,45,0,45,100,0,250,8,0,287,0,0,0,0,0,0,216,23,209,57,18,1,165,38,17,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,82,0,0,0,0,15,4,0,0,0,0,16,0,1,2,0,0,0,0,0,0,12,23,8,"9,466",0,"9,466",,,
Bhutan,11,46,0,6,186,11,0,0,1,0,0,3,0,0,0,0,0,0,0,44,2,0,19,36,1,25,4,0,2,0,0,0,0,0,0,2,0,22,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,451,,,
Brunei,12,32,0,0,29,3,0,0,0,30,0,6,0,0,0,0,0,0,0,4,0,0,10,43,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,189,,,
Burma,48,8,2,196,332,456,0,0,312,0,0,0,"2,504",0,0,0,0,0,0,169,3,0,21,28,0,70,3,0,41,0,0,0,0,0,1,17,3,31,2,35,1,7,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,317",0,"4,317",,,
Cambodia,23,46,3,7,"3,037",25,0,0,2,0,0,0,0,0,2,0,0,0,0,255,8,0,21,94,0,21,1,0,4,0,0,0,0,0,0,1,0,61,12,923,124,89,19,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,30,0,5,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,"4,852",0,"4,852",,,
China - mainland,505,"1,688",3,545,"226,722","21,579",0,0,"4,742",5,0,754,"10,597",0,6,19,0,0,0,"21,642","3,011",0,109,635,0,411,13,0,"7,113",0,0,6,8,0,195,"3,857",638,"9,342","2,999","2,465",343,902,245,"1,321","1,057",270,0,0,0,0,0,0,0,0,0,0,0,70,35,25,948,1,725,1,32,0,0,80,14,0,0,0,0,94,0,5,2,0,0,0,0,0,0,101,69,6,"325,955",0,"325,955",,,
China - Taiwan,1,2,0,29,"168,388",188,0,0,791,"1,975",0,4,0,0,"1,601",274,0,0,0,"15,488",649,0,0,0,0,12,0,0,"2,483",0,0,0,9,0,12,800,183,"2,222",628,61,2,6,0,250,268,121,4,0,0,0,0,0,0,0,0,0,0,30,105,3,70,0,98,1,0,0,0,123,19,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"196,909",0,"196,909",,,
Hong Kong S.A.R.,0,1,0,8,"37,861",41,0,0,19,818,0,0,2,0,0,0,0,0,0,"2,003",22,0,1,0,0,16,0,0,374,0,0,0,0,0,3,78,122,875,18,69,9,17,3,76,52,16,1,0,0,0,0,0,0,0,0,0,0,15,100,0,2,0,86,0,372,0,0,21,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,"43,108",0,"43,108",,,
India,212,"1,940",60,"2,354","193,218","1,961",0,0,346,"17,936",0,518,"1,086",0,1,15,0,0,0,"20,173","1,139",0,106,327,0,"1,042",41,0,"53,579",0,1,0,31,0,143,"31,337",187,"3,761","1,470",953,47,498,87,"24,926","14,923",215,3,0,0,0,0,0,0,0,0,1,0,150,312,90,6,0,"1,648",9,4,0,0,851,140,0,0,0,0,123,0,10,12,1,0,0,0,0,0,23,12,11,"378,039",0,"378,039",,,
