Fiscal Year 2002,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total,,,
Burma,46,6,7,314,277,808,0,0,189,2,0,0,612,0,0,0,0,0,0,321,9,0,15,38,0,81,6,0,53,0,0,0,0,0,0,35,0,49,4,22,0,9,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,12,"2,994",0,"2,994",,,
Cambodia,32,23,0,168,521,"1,811",0,0,4,0,0,0,0,0,0,0,0,0,0,154,0,0,16,37,0,19,0,0,4,0,0,0,0,0,0,7,0,82,10,382,34,33,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,"3,371",0,"3,371",,,
China - mainland,466,788,2,"16,703","183,005","17,781",0,0,"7,281",44,1,526,"4,153",0,3,14,0,0,0,"21,784","4,249",0,137,401,0,336,28,0,"7,576",0,0,37,55,0,54,"4,041",499,"6,790","3,721","1,878",199,351,125,"1,073","1,052",52,0,0,0,0,0,0,0,0,0,0,0,156,42,118,653,0,307,7,70,0,0,93,5,0,0,0,0,42,0,0,0,0,0,0,0,0,0,798,254,350,"288,100",0,"288,100",,,
China - Taiwan,2,2,0,48,"159,646",206,0,0,316,"1,582",0,1,0,0,923,285,0,0,0,"13,952",730,0,0,0,0,21,0,0,"2,642",0,0,0,4,0,28,877,115,"1,629",568,54,1,3,0,287,357,55,0,0,0,0,0,0,0,0,0,0,0,19,25,2,65,0,118,0,0,0,0,141,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,52,18,19,"184,827",0,"184,827",,,
Hong Kong S.A.R.,0,0,0,106,"19,322",849,0,0,37,185,0,2,0,0,0,0,0,0,0,"1,207",13,0,0,1,0,12,0,0,280,0,0,0,0,0,0,47,29,291,20,40,3,4,2,32,29,6,0,0,0,0,0,0,0,0,0,0,0,13,48,2,1,0,12,0,16,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,13,"22,676",0,"22,676",,,
India,166,"1,729",55,932,"172,550","3,489",0,0,390,"12,474",0,451,434,0,2,10,0,0,0,"20,771","1,116",0,112,206,0,927,52,0,"44,012",0,0,15,121,0,63,"33,798",108,"3,626","1,699",955,27,672,43,"17,812","9,646",78,0,0,0,0,0,0,0,0,0,0,0,180,120,110,38,0,940,7,4,0,0,828,140,0,0,0,0,29,0,0,0,0,0,0,0,0,0,976,221,412,"332,546",0,"332,546",,,
Indonesia,149,518,323,524,"21,097","2,425",0,0,65,"5,721",0,17,6,0,1,4,0,0,0,"2,077",191,0,162,135,0,117,56,0,928,0,0,0,146,0,4,286,29,534,142,116,7,6,0,175,272,15,0,0,0,0,0,0,0,0,0,0,0,8,1,5,8,0,41,0,0,0,0,27,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,12,"36,395",0,"36,395",,,
Iran,4,7,3,116,"5,094","4,895",0,0,39,5,0,0,6,0,2,47,0,0,0,295,68,0,105,298,3,189,0,0,353,0,0,0,0,0,3,402,9,165,192,364,21,57,14,34,41,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,44,0,0,0,0,4,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,67,80,5,"13,071",0,"13,071",,,
Iraq,2,5,0,10,"1,143",154,0,0,11,0,0,0,1,0,0,2,0,0,0,5,6,0,33,83,0,18,1,0,127,0,0,0,0,0,0,235,0,3,4,161,1,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,19,8,"2,086",0,"2,086",,,
Israel,203,"2,023",3,63,"93,932",305,0,0,75,124,0,8,587,0,421,9,0,0,0,"1,258",179,0,11,12,0,40,0,0,"1,350",0,0,0,1,0,8,"1,258",66,"2,749","1,292",25,2,6,1,812,"1,223",26,2,0,0,0,0,0,0,0,0,0,0,104,4,48,202,0,79,3,1,0,0,209,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"108,892",0,"108,892",,,
Japan,373,"7,332",23,979,"7,243",148,0,0,10,"5,881",0,"1,819",3,0,"2,163","12,570",0,0,0,"25,036","1,141",0,52,49,0,258,1,0,"3,772",0,0,0,309,0,320,"1,589","2,350","7,638","3,736",265,20,12,2,"6,122","8,093",592,9,0,0,0,0,0,0,0,0,1,0,193,22,55,207,2,297,22,392,0,0,203,76,0,0,0,0,22,0,0,0,0,0,0,0,0,0,26,1,4,"101,433",0,"101,433",,,
Jordan,25,912,4,64,"9,619",94,0,0,6,138,0,0,101,0,0,1,0,0,0,397,140,0,13,42,0,71,1,0,268,0,0,0,0,0,0,227,7,475,106,73,1,87,12,29,49,4,0,0,0,0,0,0,0,0,0,0,0,10,1,4,7,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,46,107,25,"13,174",0,"13,174",,,
"Korea, North",0,0,0,5,688,0,0,0,19,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,761,,,
"Korea, South",366,"2,445",8,201,"286,031",646,0,0,87,"3,520",0,115,1,0,"1,045","1,670",0,0,0,"26,670","5,565",0,68,89,1,126,6,0,"2,989",0,0,0,74,0,10,"2,745",720,"7,399","5,855",323,25,59,8,"1,123","1,958",205,35,0,0,0,0,0,0,0,0,0,0,50,53,44,109,0,259,4,8,0,0,332,270,0,0,0,0,19,0,0,0,0,0,0,0,0,0,61,24,36,"353,457",0,"353,457",,,
Kuwait,33,397,0,2,"2,579",10,0,0,4,0,0,0,42,0,0,0,0,0,0,436,146,0,20,22,0,12,0,0,12,0,0,0,0,0,0,1,1,33,18,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,776",0,"3,776",,,
Laos,18,39,0,49,83,"1,335",0,0,2,0,0,4,0,0,0,0,0,0,0,37,0,0,29,56,0,14,0,0,1,0,0,12,0,0,0,2,0,29,6,493,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,"2,282",0,"2,282",,,
Lebanon,22,192,9,81,"9,758",206,0,0,12,7,0,0,38,0,0,2,0,0,0,520,22,0,4,29,0,50,1,0,196,0,0,0,0,0,0,133,10,300,62,212,2,59,5,18,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,8,0,39,0,0,0,0,12,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,21,65,8,"12,169",0,"12,169",,,
Macau S.A.R.,0,0,0,3,697,64,0,0,2,0,0,0,1,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,26,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,930,0,930,,,
Malaysia,107,932,5,600,"19,273",170,0,0,50,"1,655",0,96,2,0,3,4,0,0,0,"1,349",112,0,26,97,0,51,1,0,891,0,0,0,1,0,196,283,88,531,108,51,5,2,0,372,333,11,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,"27,452",0,"27,452",,,
Maldives,0,31,0,0,22,5,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,4,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,145,,,
Mongolia,24,107,0,496,"2,794",925,0,0,7,0,0,0,0,0,0,3,0,0,0,"1,126",125,0,21,52,0,32,1,0,22,0,0,8,0,0,0,35,23,371,91,3,1,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,26,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,371",0,"6,371",,,
Nepal,21,240,17,22,"3,759",86,0,0,92,543,0,1,0,0,0,0,0,0,0,"1,461",189,0,22,32,0,148,6,0,205,0,0,7,89,0,0,153,2,153,85,26,1,8,2,8,19,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,2,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,5,"7,708",0,"7,708",,,
Oman,33,344,0,27,368,359,0,0,0,75,0,0,0,0,0,0,0,0,0,132,55,0,17,25,0,0,0,0,7,0,0,0,0,0,0,0,0,51,10,0,0,1,0,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,522",0,"1,522",,,
Pakistan,108,619,23,113,"17,982","2,038",0,0,27,509,1,1,29,0,23,72,0,0,0,"1,440",220,0,90,89,0,314,12,0,"1,227",0,0,0,11,0,0,"1,684",37,408,276,302,8,250,60,157,347,4,5,0,0,0,0,0,0,0,0,0,0,45,10,20,0,0,49,0,0,0,0,15,42,0,0,0,0,13,0,0,0,0,0,0,0,0,0,376,481,76,"29,613",0,"29,613",,,
Palestinian Authority Travel Document,0,0,0,8,"1,321",14,0,0,2,0,0,0,0,0,0,0,0,0,0,58,4,0,0,0,0,10,0,0,9,0,0,0,0,0,0,17,1,163,48,5,0,4,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,31,7,"1,737",0,"1,737",,,
Philippines,84,"1,696",335,"8,425","108,284","5,992",0,0,486,"34,313",0,29,166,0,58,76,0,0,0,838,76,0,220,41,1,513,306,0,"3,387",0,210,1,213,0,8,"4,266",152,977,277,"3,775",409,678,144,634,405,38,0,0,0,2,0,0,0,0,0,0,0,94,64,12,75,0,68,0,2,0,0,307,126,0,0,0,0,11,0,0,0,0,0,0,0,0,0,991,905,674,"180,844",0,"180,844",,,
Qatar,52,181,1,0,327,0,0,0,5,0,0,1,7,0,0,0,0,0,0,140,64,0,17,26,0,2,0,0,3,0,0,0,0,0,0,4,0,25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,860,,,
Saudi Arabia,542,"2,394",13,181,"7,190",68,0,0,24,0,0,1,395,0,0,0,0,0,0,"1,515","1,085",0,47,96,0,33,1,0,22,0,0,0,0,0,3,17,24,113,142,0,0,1,0,45,117,44,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"14,126",0,"14,126",,,
Singapore,28,"1,317",0,7,999,11,0,0,2,"1,692",0,3,6,0,2,3,0,0,0,"1,104",83,0,12,36,0,24,0,0,597,0,0,0,4,0,4,207,22,450,142,27,5,7,0,287,267,12,1,0,0,0,0,0,0,0,0,0,0,13,3,2,10,0,0,0,0,0,0,16,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,"7,423",0,"7,423",,,
Sri Lanka,16,250,49,405,"2,143",985,0,0,82,444,0,4,3,0,0,21,0,0,0,528,68,0,53,54,0,97,55,0,344,0,0,0,0,0,12,220,14,88,50,16,3,7,0,135,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,2,0,0,55,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,3,"6,304",0,"6,304",,,
Syria,36,31,1,18,"5,588",72,0,0,1,2,0,0,34,0,0,1,0,0,0,96,15,0,40,23,0,66,1,0,116,0,0,0,1,0,0,101,6,97,58,141,3,25,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0,12,2,6,0,0,0,0,0,0,0,7,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,22,5,"6,679",0,"6,679",,,
Thailand,49,699,38,362,"28,832",373,0,0,239,"2,919",0,50,14,0,61,148,0,0,0,"4,154",78,0,10,43,2,62,11,0,802,0,0,3,9,0,5,140,44,"2,808",85,706,103,89,5,103,92,23,1,0,0,1,0,0,0,0,0,0,0,16,21,2,5,0,26,0,2,0,0,134,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,16,9,"43,415",0,"43,415",,,
Timor-Leste,0,0,0,3,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,,,
United Arab Emirates,53,352,4,4,953,17,0,0,1,0,0,0,6,0,0,0,0,0,0,333,115,0,4,22,0,0,0,0,1,0,0,0,0,0,0,1,0,17,8,0,0,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,906",0,"1,906",,,
Vietnam,133,318,1,"2,067","2,653","7,245",0,0,41,32,0,26,29,0,0,0,0,0,0,"1,523",35,0,49,85,0,84,2,0,92,0,0,0,0,0,0,54,21,740,59,"3,849",341,206,53,49,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,1,0,0,83,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,626,526,298,"21,409",0,"21,409",,,
Yemen,29,289,13,71,344,36,0,0,2,1,0,1,16,0,0,0,0,0,0,115,16,0,20,31,0,12,2,0,4,0,0,0,1,0,0,10,7,69,13,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,0,"1,177",0,"1,177",,,
Totals for Asia,"3,309","26,980",954,"33,380","1,182,820","54,594",0,0,"9,630","72,098",2,"3,177","6,696",0,"4,707","14,951",0,0,0,"131,486","16,003",0,"1,565","2,451",32,"3,989",577,0,"72,771",0,210,83,"1,039",0,718,"53,240","4,397","39,104","18,976","14,415","1,267","2,705",493,"29,372","24,541","1,231",68,0,0,3,0,0,0,0,0,1,0,959,419,451,"1,442",2,"2,355",44,500,0,0,"2,885",970,0,0,0,0,196,0,0,0,0,0,0,0,0,0,"4,731","3,413","2,543","1,854,945",0,"1,854,945",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,15,113,4,57,"4,705",324,0,0,7,0,0,1,3,0,0,2,0,0,0,397,10,0,7,81,0,42,1,0,45,0,0,0,0,0,1,30,16,200,6,38,2,5,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,"6,194",0,"6,194",,,
Andorra,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,,,
Armenia,45,36,1,235,"4,402",405,0,0,21,0,0,0,0,0,0,0,0,0,0,145,16,0,12,39,0,115,0,0,102,0,0,0,13,0,1,185,1,"1,091",61,29,1,2,0,12,23,2,0,0,0,0,0,0,0,0,0,0,0,10,2,7,79,0,46,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,144",0,"7,144",,,
Austria,28,101,0,38,"1,196",18,0,0,1,731,0,0,1,0,33,94,0,0,0,651,13,0,13,10,0,85,2,0,295,0,0,2,190,0,12,114,272,"1,393",112,18,0,1,0,276,168,34,0,0,0,4,0,0,0,0,0,0,0,86,6,12,310,0,3,3,3,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6,343",0,"6,343",,,
Azerbaijan,35,161,4,37,696,375,0,0,6,1,0,0,2,0,0,2,0,0,0,143,16,0,18,6,0,23,2,0,30,0,0,0,0,0,0,19,2,426,13,19,5,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2,069",0,"2,069",,,
Belarus,22,17,0,619,953,"3,848",0,0,18,69,0,0,0,0,0,0,0,0,0,183,15,0,21,40,0,60,0,0,170,0,0,0,5,0,1,147,26,"2,051",59,142,43,10,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,15,2,12,42,0,51,4,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,"8,676",0,"8,676",,,
Belgium,64,185,2,162,626,44,0,0,7,362,0,3,347,0,17,140,0,0,0,483,9,0,25,30,3,100,1,0,363,0,0,0,11,0,6,171,189,794,100,34,0,1,0,372,355,52,0,0,0,830,0,6,0,6,0,0,0,45,22,15,87,0,39,1,3,0,0,7,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"6,128",0,"6,128",,,
Bosnia and Herzegovina,2,75,1,97,"4,878",232,0,0,19,36,0,0,13,0,18,2,0,0,0,218,5,0,5,45,0,42,0,0,57,0,0,0,2,0,0,10,15,393,11,19,3,6,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,"6,248",0,"6,248",,,
Bulgaria,55,270,2,634,"4,945","5,386",0,0,20,"2,336",0,0,26,0,0,2,0,0,0,"1,491",87,0,35,63,0,107,0,0,518,0,0,0,258,0,0,300,108,"4,506",83,58,10,2,0,37,34,8,0,0,0,0,0,0,0,0,0,0,0,37,2,17,143,0,64,7,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28,22,17,"21,730",0,"21,730",,,
Croatia,27,208,6,121,"8,455",139,0,0,23,"4,525",0,1,7,0,6,10,0,0,0,340,9,0,10,43,0,37,1,0,137,0,0,0,5,0,0,40,107,843,30,21,0,2,0,29,13,9,0,0,0,0,0,0,0,0,0,0,0,18,1,10,10,0,90,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"15,359",0,"15,359",,,
Cyprus,28,40,0,5,"2,675",415,0,0,4,19,0,0,0,0,0,0,0,0,0,707,6,0,24,10,0,7,0,0,105,0,0,0,0,0,1,16,3,440,11,0,0,0,0,4,1,13,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,557",0,"4,557",,,
Czech Republic,63,554,0,188,"17,494","2,309",0,0,32,374,0,5,158,0,0,22,0,0,0,619,21,0,56,71,0,37,9,0,194,0,0,0,221,0,6,107,169,"6,897",125,31,2,1,0,67,53,10,0,0,0,55,0,4,0,0,0,0,0,35,1,11,157,0,38,19,3,0,0,19,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"30,252",0,"30,252",,,
Denmark,25,122,10,68,"1,667",72,0,0,4,"1,276",0,0,1,0,128,2,0,0,0,501,17,0,14,119,0,129,2,0,299,0,0,12,6,0,5,129,97,"1,526",93,23,0,0,0,391,423,30,0,0,0,131,0,1,0,0,3,0,0,52,1,13,34,0,8,1,1,0,0,23,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"7,468",0,"7,468",,,
Estonia,20,183,2,28,"3,700",111,0,0,5,424,0,0,0,0,0,2,0,0,0,106,4,0,3,10,0,4,2,0,47,0,0,0,2,0,1,20,44,798,16,19,7,0,0,5,8,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,62,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,653",0,"5,653",,,
Finland,33,188,6,159,456,151,0,0,1,503,0,0,3,0,112,166,0,0,0,362,15,0,10,84,1,56,5,0,164,0,0,0,78,0,41,106,199,"1,080",148,23,1,2,0,314,393,14,4,0,0,1,0,0,0,0,0,0,0,36,1,12,218,2,22,24,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,"5,226",0,"5,226",,,
France,287,"1,467",10,349,"1,928",117,0,0,8,"5,245",0,33,9,0,148,"1,104",0,0,0,"4,223",89,0,55,136,11,676,9,0,"2,913",0,0,0,167,0,47,987,700,"10,305",718,110,10,4,0,"1,995","2,459",126,1,0,0,12,0,2,0,0,0,1,0,289,61,75,745,0,189,11,175,0,0,76,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,2,0,"38,105",0,"38,105",,,
Georgia,43,308,0,9,"2,317",43,0,0,171,0,0,0,166,0,0,1,0,0,0,176,19,0,17,96,0,36,1,0,51,0,0,0,0,0,0,33,33,574,48,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,11,85,0,17,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"4,288",0,"4,288",,,
Germany,221,849,6,139,"9,205",181,0,0,9,"4,904",0,152,14,0,640,"2,169",0,0,0,"5,807",87,0,63,147,2,316,9,0,"2,859",0,0,2,172,0,60,910,"1,649","22,126",926,273,18,34,4,"2,916","2,084",398,5,0,0,"1,294",0,28,175,140,3,0,0,361,25,64,841,6,29,7,137,0,0,108,23,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,1,2,"62,632",0,"62,632",,,
Great Britain and Northern Ireland,153,"2,832",12,"1,343","35,657","1,239",0,0,75,"9,984",0,68,30,0,468,"1,876",0,0,0,"5,591",168,0,77,82,6,666,4,0,"6,842",0,0,55,"1,427",0,91,"3,372","2,145","19,109",681,"1,020",100,76,7,"6,744","6,019",347,17,0,2,466,0,0,0,13,0,0,0,"1,271",711,162,"2,832",34,250,36,131,169,1,329,101,0,0,0,0,16,0,0,0,0,0,0,0,0,0,58,6,5,"114,976",0,"114,976",,,
Greece,72,209,0,28,"20,498",79,0,0,69,"4,665",0,1,199,0,4,0,0,0,0,822,21,0,36,51,3,35,0,0,327,0,0,0,5,0,0,50,163,570,73,14,1,0,0,55,43,27,1,0,1,415,0,5,0,0,0,0,0,37,2,5,47,0,205,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,"28,851",0,"28,851",,,
Hungary,42,177,0,191,"13,113",580,0,0,"1,110",1,0,0,710,0,0,4,0,0,0,471,21,0,14,74,0,40,3,0,264,0,0,0,65,0,20,171,177,"2,275",255,65,8,7,0,66,60,2,0,0,0,18,0,0,0,0,0,0,0,35,0,22,197,0,31,6,8,0,0,61,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,"20,378",0,"20,378",,,
Iceland,10,17,0,2,510,11,0,0,5,260,0,0,0,0,0,0,0,0,0,183,30,0,7,12,0,9,0,0,54,0,0,0,1,0,0,32,4,172,77,1,0,1,0,7,21,7,4,0,0,2,0,0,0,0,0,0,0,25,3,10,19,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,506",0,"1,506",,,
Ireland,34,169,0,362,"1,048",63,0,0,3,660,0,1,3,0,8,98,0,0,0,517,6,0,14,28,2,84,1,0,813,0,0,11,121,0,26,178,152,"9,350",151,62,1,2,0,825,565,85,4,0,0,1,0,0,0,0,0,0,0,95,35,13,393,7,309,7,0,160,0,87,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"16,561",0,"16,561",,,
Italy,167,956,1,247,"2,964",87,0,0,6,"2,834",0,3,26,0,195,435,0,0,0,"2,555",49,0,49,108,7,277,2,0,"1,106",0,0,1,57,0,14,319,440,"3,372",287,69,0,10,3,610,471,112,1,0,1,210,0,10,3,1,0,0,0,264,59,39,217,1,78,6,91,0,0,103,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,2,"18,949",0,"18,949",,,
Kazakhstan,29,333,0,915,892,"1,372",0,0,15,0,0,0,13,0,0,5,0,0,0,401,33,0,28,12,0,56,0,0,53,0,0,0,0,0,3,36,20,776,37,62,20,3,1,17,28,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,11,0,1,1,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"5,193",0,"5,193",,,
Kyrgyzstan,18,298,0,218,122,462,0,0,6,0,0,0,2,0,0,0,0,0,0,118,3,0,17,21,0,48,0,0,19,0,0,0,4,0,0,9,1,317,39,48,18,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,808",0,"1,808",,,
Latvia,2,209,2,7,"3,556",26,0,0,24,"1,092",0,0,8,0,0,0,0,0,0,199,4,0,10,28,0,15,1,0,41,0,0,0,33,0,2,22,44,"1,510",15,56,18,4,0,7,8,2,1,0,0,0,0,0,0,0,0,0,0,7,0,1,23,1,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"6,995",0,"6,995",,,
Liechtenstein,0,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,,,
Lithuania,9,197,3,33,"6,045",38,0,0,13,"1,034",0,0,1,0,0,6,0,0,0,322,18,0,3,11,0,13,1,0,99,0,0,11,63,0,0,69,22,"4,722",34,53,19,7,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,32,0,21,0,0,0,0,18,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,10,0,"12,968",0,"12,968",,,
